ID,Name,Localized Name,Temperature,Luminosity,Density,Viscosity,Placeable,Block ID,Block Class
694,molten.tetraindiumditindibariumtitaniumheptacoppertetrakaidekaoxid,熔融LuV超导粗胚,6000,15,1000,1000,false,null,null
695,molten.tetranaquadahdiindiumhexaplatiumosminid,熔融ZPM超导粗胚,9000,15,1000,1000,false,null,null
696,molten.longasssuperconductornameforuvwire,熔融UV超导粗胚,9900,15,1000,1000,false,null,null
697,molten.longasssuperconductornameforuhvwire,熔融UHV超导粗胚,10800,15,1000,1000,false,null,null
698,molten.superconductoruevbase,熔融UEV超导粗胚,11700,15,1000,1000,false,null,null
699,molten.superconductoruivbase,熔融UIV超导粗胚,12700,15,1000,1000,false,null,null
700,molten.superconductorumvbase,熔融UMV超导粗胚,13600,15,1000,1000,false,null,null
701,supercoolant,超级冷却液,1,0,1000,1000,false,null,null
702,molten.enrichedholmium,熔融富集钬,0,0,1000,1000,false,null,null
703,molten.tengampurified,熔融纯镃,0,0,1000,1000,false,null,null
704,molten.tengamattuned,熔融谐镃,0,0,1000,1000,false,null,null
705,molten.manasteel,熔融魔钢,1500,3,1000,1000,false,null,null
706,molten.terrasteel,熔融泰拉钢,5400,15,1000,1000,false,null,null
707,molten.elvenelementium,熔融源质钢,7200,15,1000,1000,false,null,null
708,molten.gaiaspirit,熔融盖亚之魂,0,0,1000,1000,false,null,null
709,diaminodiphenylmethanmixture,二氨基二苯甲烷混合物,365,0,1000,1000,false,null,null
710,diphenylmethanediisocyanatemixture,二苯基甲烷二异氰酸酯混合物,310,0,1000,1000,false,null,null
711,butyraldehyde,丁醛,176,0,1000,1000,false,null,null
712,isobutyraldehyde,异丁醛,208,0,1000,1000,false,null,null
713,nickeltetracarbonyl,四羰基镍,256,0,1000,1000,false,null,null
714,ethyleneoxide,环氧乙烷,295,0,-100,200,false,null,null
715,siliconoil,硅油,473,0,1000,1000,false,null,null
716,ethyleneglycol,乙二醇,260,0,1000,1000,false,null,null
717,acetaldehyde,乙醛,295,0,-100,200,false,null,null
718,polyurethaneresin,聚氨酯树脂,295,0,1000,1000,false,null,null
719,nmethylpyrolidone,N-甲基吡咯烷酮,249,0,1000,1000,false,null,null
720,acetylene,乙炔,295,0,-100,200,false,null,null
721,4nitroaniline,4-硝基苯胺,420,0,1000,1000,false,null,null
722,methylamine,甲胺,295,0,-100,200,false,null,null
723,trimethylamine,三甲胺,295,0,-100,200,false,null,null
724,gammabutyrolactone,γ-丁内酯,229,0,1000,1000,false,null,null
725,liquidcrystalkevlar,液晶凯芙拉,295,0,1000,1000,false,null,null
726,molten.nickelaluminide,熔融铝化镍,1668,4,1000,1000,false,null,null
727,thionylchloride,氯化亚砜,295,0,1000,1000,false,null,null
728,sulfurdichloride,二氯化硫,295,0,1000,1000,false,null,null
729,dimethylterephthalate,对苯二甲酸二甲酯,415,0,1000,1000,false,null,null
730,molten.kevlar,熔融凯芙拉,0,0,1000,1000,false,null,null
731,terephthalicacid,对苯二甲酸,480,0,1000,1000,false,null,null
732,"1,3dimethylbenzen",间二甲苯,225,0,1000,1000,false,null,null
733,"1,4dimethylbenzen",对二甲苯,286,0,1000,1000,false,null,null
734,naphthenicacid,环烷酸,295,0,1000,1000,false,null,null
735,phosphorustrichloride,三氯化磷,179,0,1000,1000,false,null,null
736,trimethylborate,硼酸三甲酯,239,0,1000,1000,false,null,null
737,bauxiteslurry,铝土泥浆,295,0,1000,1000,false,null,null
738,headedbauxiteslurry,热铝土泥浆,295,0,1000,1000,false,null,null
739,sluicejuice,废液,295,0,1000,1000,false,null,null
740,greensapphirejuice,绿色蓝宝石汁,295,0,1000,1000,false,null,null
741,sapphirejuice,蓝宝石汁,295,0,1000,1000,false,null,null
742,rubyjuice,红宝石汁,295,0,1000,1000,false,null,null
743,dimensionallytranscendentcrudecatalyst,粗制超维度催化剂,25000000,0,1000,1000,false,null,null
744,dimensionallytranscendentprosaiccatalyst,平凡超维度催化剂,50000000,0,1000,1000,false,null,null
745,dimensionallytranscendentresplendentcatalyst,光辉超维度催化剂,75000000,0,1000,1000,false,null,null
746,dimensionallytranscendentexoticcatalyst,异星超维度催化剂,100000000,0,1000,1000,false,null,null
747,dimensionallytranscendentstellarcatalyst,恒星超维度催化剂,100000000,0,1000,1000,false,null,null
748,molten.spacetime,熔融时空,0,0,1000,1000,false,null,null
749,molten.transcendentmetal,熔融超时空金属,0,0,1000,1000,false,null,null
750,molten.magnetohydrodynamicallyconstrainedstarmatter,熔融磁流体约束恒星物质,0,0,1000,1000,false,null,null
751,molten.whitedwarfmatter,熔融白矮星物质,0,0,1000,1000,false,null,null
752,whitedwarfmatter,白矮星物质,295,0,1000,1000,false,null,null
753,molten.blackdwarfmatter,熔融黑矮星物质,0,0,1000,1000,false,null,null
754,blackdwarfmatter,黑矮星物质,295,0,1000,1000,false,null,null
755,molten.universium,熔融宇宙素,0,0,1000,1000,false,null,null
756,molten.eternity,熔融永恒,0,0,1000,1000,false,null,null
757,rawradox,粗制拉多X,295,0,1000,1000,false,null,null
758,superlightradox,超轻拉多X,295,0,-100,200,false,null,null
759,lightradox,轻拉多X,295,0,-100,200,false,null,null
760,heavyradox,重拉多X,295,0,1000,1000,false,null,null
761,superheavyradox,超重拉多X,295,0,1000,1000,false,null,null
762,xenoxene,异氙,295,0,1000,1000,false,null,null
763,dilutedxenoxene,钝化异氙,295,0,1000,1000,false,null,null
764,crackedradox,裂化拉多X,295,0,-100,200,false,null,null
765,radoxgas,拉多X气,295,0,-100,200,false,null,null
766,molten.radoxpoly,熔融拉多X聚合物,6203,15,1000,1000,false,null,null
767,radoxpoly,拉多X聚合物,6203,0,-100,200,false,null,null
768,molten.signalum,熔融信素,1000,1,1000,1000,false,null,null
769,molten.lumium,熔融流明,1000,1,1000,1000,false,null,null
770,molten.enrichedcopper,熔融富集铜,1000,1,1000,1000,false,null,null
771,molten.diamondcopper,熔融钻铜,1000,1,1000,1000,false,null,null
772,molten.tarpitch,熔融焦油沥青,1000,1,1000,1000,false,null,null
773,molten.thyrium,熔融鍪银,1000,1,1000,1000,false,null,null
774,molten.starconium,熔融星辰宝石,1000,1,1000,1000,false,null,null
775,molten.fairy,熔融精灵,1000,1,1000,1000,false,null,null
776,molten.ludicrite,熔融纯镥,1000,1,1000,1000,false,null,null
777,potion.awkward,粗制的药水,295,0,1000,1000,false,null,null
778,potion.thick,浑浊的药水,295,0,1000,1000,false,null,null
779,potion.mundane,平凡的药水,295,0,1000,1000,false,null,null
780,potion.damage,伤害药水,295,0,1000,1000,false,null,null
781,potion.damage.strong,加强伤害药水,295,0,1000,1000,false,null,null
782,potion.damage.splash,喷溅伤害药水,295,0,1000,1000,false,null,null
783,potion.damage.strong.splash,加强喷溅伤害药水,295,0,1000,1000,false,null,null
784,potion.health,治愈药水,295,0,1000,1000,false,null,null
785,potion.health.strong,加强治愈药水,295,0,1000,1000,false,null,null
786,potion.health.splash,喷溅治愈药水,295,0,1000,1000,false,null,null
787,potion.health.strong.splash,加强喷溅治愈药水,295,0,1000,1000,false,null,null
788,potion.speed,迅捷药水,295,0,1000,1000,false,null,null
789,potion.speed.strong,加强迅捷药水,295,0,1000,1000,false,null,null
790,potion.speed.long,加长迅捷药水,295,0,1000,1000,false,null,null
791,potion.speed.splash,喷溅迅捷药水,295,0,1000,1000,false,null,null
792,potion.speed.strong.splash,加强喷溅迅捷药水,295,0,1000,1000,false,null,null
793,potion.speed.long.splash,加长喷溅迅捷药水,295,0,1000,1000,false,null,null
794,potion.strength,力量药水,295,0,1000,1000,false,null,null
795,potion.strength.strong,加强力量药水,295,0,1000,1000,false,null,null
796,potion.strength.long,加长力量药水,295,0,1000,1000,false,null,null
797,potion.strength.splash,喷溅力量药水,295,0,1000,1000,false,null,null
798,potion.strength.strong.splash,加强喷溅力量药水,295,0,1000,1000,false,null,null
799,potion.strength.long.splash,加长喷溅力量药水,295,0,1000,1000,false,null,null
800,potion.regen,再生药水,295,0,1000,1000,false,null,null
801,potion.regen.strong,加强再生药水,295,0,1000,1000,false,null,null
802,potion.regen.long,加长再生药水,295,0,1000,1000,false,null,null
803,potion.regen.splash,喷溅再生药水,295,0,1000,1000,false,null,null
804,potion.regen.strong.splash,加强喷溅再生药水,295,0,1000,1000,false,null,null
805,potion.regen.long.splash,加长喷溅再生药水,295,0,1000,1000,false,null,null
806,potion.poison,剧毒药水,295,0,1000,1000,false,null,null
807,potion.poison.strong,加强剧毒药水,295,0,1000,1000,false,null,null
808,potion.poison.long,加长剧毒药水,295,0,1000,1000,false,null,null
809,potion.poison.splash,喷溅剧毒药水,295,0,1000,1000,false,null,null
810,potion.poison.strong.splash,加强喷溅剧毒药水,295,0,1000,1000,false,null,null
811,potion.poison.long.splash,加长喷溅剧毒药水,295,0,1000,1000,false,null,null
812,potion.fireresistance,抗火药水,375,0,1000,1000,false,null,null
813,potion.fireresistance.long,加长抗火药水,375,0,1000,1000,false,null,null
814,potion.fireresistance.splash,喷溅抗火药水,375,0,1000,1000,false,null,null
815,potion.fireresistance.long.splash,加长喷溅抗火药水,375,0,1000,1000,false,null,null
816,potion.nightvision,夜视药水,295,0,1000,1000,false,null,null
817,potion.nightvision.long,加长夜视药水,295,0,1000,1000,false,null,null
818,potion.nightvision.splash,喷溅夜视药水,295,0,1000,1000,false,null,null
819,potion.nightvision.long.splash,加长喷溅夜视药水,295,0,1000,1000,false,null,null
820,potion.weakness,虚弱药水,295,0,1000,1000,false,null,null
821,potion.weakness.long,加长虚弱药水,295,0,1000,1000,false,null,null
822,potion.weakness.splash,喷溅虚弱药水,295,0,1000,1000,false,null,null
823,potion.weakness.long.splash,加长喷溅虚弱药水,295,0,1000,1000,false,null,null
824,potion.slowness,迟缓药水,295,0,1000,1000,false,null,null
825,potion.slowness.long,加长迟缓药水,295,0,1000,1000,false,null,null
826,potion.slowness.splash,喷溅迟缓药水,295,0,1000,1000,false,null,null
827,potion.slowness.long.splash,加长喷溅迟缓药水,295,0,1000,1000,false,null,null
828,potion.waterbreathing,水肺药水,295,0,1000,1000,false,null,null
829,potion.waterbreathing.long,加长水肺药水,295,0,1000,1000,false,null,null
830,potion.waterbreathing.splash,喷溅水肺药水,295,0,1000,1000,false,null,null
831,potion.waterbreathing.long.splash,加长喷溅水肺药水,295,0,1000,1000,false,null,null
832,potion.invisibility,隐身药水,295,0,1000,1000,false,null,null
833,potion.invisibility.long,加长隐身药水,295,0,1000,1000,false,null,null
834,potion.invisibility.splash,喷溅隐身药水,295,0,1000,1000,false,null,null
835,potion.invisibility.long.splash,加长喷溅隐身药水,295,0,1000,1000,false,null,null
836,potion.purpledrink,紫色饮料,275,0,1000,1000,false,null,null
837,potion.grapejuice,葡萄汁,295,0,1000,1000,false,null,null
838,potion.wine,葡萄酒,295,0,1000,1000,false,null,null
839,potion.vinegar,醋,295,0,1000,1000,false,null,null
840,potion.potatojuice,土豆汁,295,0,1000,1000,false,null,null
841,potion.vodka,伏特加,275,0,1000,1000,false,null,null
842,potion.leninade,列宁柠檬汁,275,0,1000,1000,false,null,null
843,potion.mineralwater,矿泉水,275,0,1000,1000,false,null,null
844,potion.saltywater,咸水,275,0,1000,1000,false,null,null
845,potion.reedwater,甘蔗水,295,0,1000,1000,false,null,null
846,potion.rum,朗姆酒,295,0,1000,1000,false,null,null
847,potion.piratebrew,海盗之酿,295,0,1000,1000,false,null,null
848,potion.hopsjuice,啤酒花汁,295,0,1000,1000,false,null,null
849,potion.darkbeer,黑啤,275,0,1000,1000,false,null,null
850,potion.dragonblood,龙血,375,0,1000,1000,false,null,null
851,potion.wheatyjuice,小麦汁,295,0,1000,1000,false,null,null
852,potion.scotch,苏格兰威士忌,275,0,1000,1000,false,null,null
853,potion.glenmckenner,格伦·麦肯纳,275,0,1000,1000,false,null,null
854,potion.wheatyhopsjuice,小麦啤酒花汁,295,0,1000,1000,false,null,null
855,potion.beer,啤酒,275,0,1000,1000,false,null,null
856,potion.chillysauce,辣酱,375,0,1000,1000,false,null,null
857,potion.hotsauce,红辣酱,380,0,1000,1000,false,null,null
858,potion.diabolosauce,恶魔辣酱,385,0,1000,1000,false,null,null
859,potion.diablosauce,恐惧辣酱,390,0,1000,1000,false,null,null
860,potion.diablosauce.strong,祖传配方秘制而成的恐惧辣酱,999,0,1000,1000,false,null,null
861,potion.applejuice,苹果汁,295,0,1000,1000,false,null,null
862,potion.cider,苹果酒,295,0,1000,1000,false,null,null
863,potion.goldenapplejuice,金苹果汁,295,0,1000,1000,false,null,null
864,potion.goldencider,金苹果酒,295,0,1000,1000,false,null,null
865,potion.idunsapplejuice,伊敦的苹果汁,295,0,1000,1000,false,null,null
866,potion.notchesbrew,缺口之酿,295,0,1000,1000,false,null,null
867,potion.lemonjuice,柠檬汁,295,0,1000,1000,false,null,null
868,potion.limoncello,意大利柠檬甜酒,295,0,1000,1000,false,null,null
869,potion.lemonade,柠檬汽水,275,0,1000,1000,false,null,null
870,potion.alcopops,波普甜酒,275,0,1000,1000,false,null,null
871,potion.cavejohnsonsgrenadejuice,约翰逊的炸弹柠檬汁,295,0,1000,1000,false,null,null
872,potion.darkcoffee,黑咖啡,295,0,1000,1000,false,null,null
873,potion.darkcafeaulait,欧蕾黑咖啡,295,0,1000,1000,false,null,null
874,potion.coffee,咖啡,295,0,1000,1000,false,null,null
875,potion.cafeaulait,欧蕾咖啡,295,0,1000,1000,false,null,null
876,potion.laitaucafe,法式牛奶咖啡,295,0,1000,1000,false,null,null
877,potion.darkchocolatemilk,苦味巧克力奶,295,0,1000,1000,false,null,null
878,potion.chocolatemilk,巧克力奶,295,0,1000,1000,false,null,null
879,potion.tea,茶,295,0,1000,1000,false,null,null
880,potion.sweettea,甜茶,295,0,1000,1000,false,null,null
881,potion.icetea,冰红茶,255,0,1000,1000,false,null,null
882,liquid_sodium,液钠,495,0,1000,1000,false,null,null
883,witchery:fluidspirit,精神,300,0,500,2000,true,witchery:spiritflowing,com.emoniph.witchery.blocks.BlockFlowingSpirit
884,witchery:hollowtears,虚伪泪水,300,0,100,1500,true,witchery:hollowtears,com.emoniph.witchery.blocks.BlockFlowingSpirit
885,witchery:brew,酿造,300,0,100,1500,true,witchery:brew,com.emoniph.witchery.brewing.BlockBrew
886,witchery:brewgas,气态酿造,300,0,1000,1000,false,null,null
887,witchery:brewliquid,液态酿造,300,0,1000,1000,true,witchery:brewliquid,com.emoniph.witchery.brewing.BlockBrewLiquidEffect
888,witchery:fluiddisease,瘟疫,300,0,50,3000,true,witchery:disease,com.emoniph.witchery.blocks.BlockDisease
889,potion.fwheat,发酵小麦酒,295,0,1125,1125,false,null,null
890,potion.korn,科恩酒,295,0,1125,1125,false,null,null
891,potion.dkorn,两次蒸馏的科恩酒,295,0,1125,1125,false,null,null
892,potion.freed,发酵甘蔗水,295,0,1125,1125,false,null,null
893,potion.swhine,糖浆,295,0,1125,1125,false,null,null
894,potion.mash,麦芽浆,295,0,1125,1125,false,null,null
895,potion.wash, 淡酒,295,0,1125,1125,false,null,null
896,potion.ghp,无商标的高酒精度饮料（假酒）,295,0,1125,1125,false,null,null
897,potion.jagi,正牌野格牌利口酒!,295,0,1125,1125,false,null,null
898,potion.njagi,假冒野格牌利口酒,295,0,1125,1125,false,null,null
899,lightlycrackednaquadahgas,轻度裂化硅岩气,800,0,1000,1000,true,GoodGenerator:lightlyCrackedNaquadahGas,goodgenerator.blocks.myFluids.BaseFluid
900,moderatelycrackednaquadahgas,中度裂化硅岩气,800,0,1000,1000,true,GoodGenerator:moderatelyCrackedNaquadahGas,goodgenerator.blocks.myFluids.BaseFluid
901,heavilycrackednaquadahgas,重度裂化硅岩气,800,0,1000,1000,true,GoodGenerator:heavilyCrackedNaquadahGas,goodgenerator.blocks.myFluids.BaseFluid
902,lightlycrackedlightnaquadahfuel,轻度裂化轻质硅岩燃料,1200,0,1000,1000,true,GoodGenerator:lightlyCrackedLightNaquadahFuel,goodgenerator.blocks.myFluids.BaseFluid
903,moderatelycrackedlightnaquadahfuel,中度裂化轻质硅岩燃料,1200,0,1000,1000,true,GoodGenerator:moderatelyCrackedLightNaquadahFuel,goodgenerator.blocks.myFluids.BaseFluid
904,heavilycrackedlightnaquadahfuel,重度裂化轻质硅岩燃料,1200,0,1000,1000,true,GoodGenerator:heavilyCrackedLightNaquadahFuel,goodgenerator.blocks.myFluids.BaseFluid
905,lightlycrackedheavynaquadahfuel,轻度裂化重质硅岩燃料,1200,0,1000,1000,true,GoodGenerator:lightlyCrackedHeavyNaquadahFuel,goodgenerator.blocks.myFluids.BaseFluid
906,moderatelycrackedheavynaquadahfuel,中度裂化重质硅岩燃料,1200,0,1000,1000,true,GoodGenerator:moderatelyCrackedHeavyNaquadahFuel,goodgenerator.blocks.myFluids.BaseFluid
907,heavilycrackedheavynaquadahfuel,重度裂化重质硅岩燃料,1200,0,1000,1000,true,GoodGenerator:heavilyCrackedHeavyNaquadahFuel,goodgenerator.blocks.myFluids.BaseFluid
908,lightlycrackednaquadahasphalt,轻度裂化硅岩沥青,1800,0,20000,20000,true,GoodGenerator:lightlyCrackedNaquadahAsphalt,goodgenerator.blocks.myFluids.BaseFluid
909,moderatelycrackednaquadahasphalt,中度裂化硅岩沥青,1800,0,20000,20000,true,GoodGenerator:moderatelyCrackedNaquadahAsphalt,goodgenerator.blocks.myFluids.BaseFluid
910,heavilycrackednaquadahasphalt,重度裂化硅岩沥青,1800,0,20000,20000,true,GoodGenerator:heavilyCrackedNaquadahAsphalt,goodgenerator.blocks.myFluids.BaseFluid
911,combustionpromotor,助燃剂,300,0,1000,1000,true,GoodGenerator:combustionPromotor,goodgenerator.blocks.myFluids.BaseFluid
912,fluid.coaltar,煤焦,450,0,1000,1000,true,GoodGenerator:coalTar,goodgenerator.blocks.myFluids.BaseFluid
913,supercriticalsteam,超临界蒸汽,648,0,1000,1000,true,GoodGenerator:supercriticalSteam,goodgenerator.blocks.myFluids.BaseFluid
914,xpjuice,液态经验,300,10,800,1500,false,null,null
915,neon,氖,25,15,-10000,10,false,null,null
916,plasma.neon,氖等离子体,10000,15,-10000,10,false,null,null
917,molten.germanium,熔融锗,1210,0,1000,1000,false,null,null
918,plasma.germanium,锗等离子体,10000,15,-10000,10,false,null,null
919,molten.selenium,熔融硒,490,0,1000,1000,false,null,null
920,plasma.selenium,硒等离子体,10000,15,-10000,10,false,null,null
921,molten.bromine,溴,265,0,1000,10000,false,null,null
922,plasma.bromine,溴等离子体,10000,15,-10000,10,false,null,null
923,krypton,氪,115,15,-10000,10,false,null,null
924,plasma.krypton,氪等离子体,10000,15,-10000,10,false,null,null
925,molten.zirconium,熔融锆,2130,0,1000,1000,false,null,null
926,plasma.zirconium,锆等离子体,10000,15,-10000,10,false,null,null
927,molten.ruthenium,熔融钌,2525,0,1000,1000,false,null,null
928,plasma.ruthenium,钌等离子体,10000,15,-10000,10,false,null,null
929,molten.rhodium,熔融铑,2240,0,1000,1000,false,null,null
930,plasma.rhodium,铑等离子体,10000,15,-10000,10,false,null,null
931,molten.technetium,熔融锝,2475,0,1000,1000,false,null,null
932,plasma.technetium,锝等离子体,10000,15,-10000,10,false,null,null
933,molten.neptunium,熔融镎,915,0,1000,1000,false,null,null
934,plasma.neptunium,镎等离子体,10000,15,-10000,10,false,null,null
935,molten.iodine,熔融碘,385,0,1000,1000,false,null,null
936,plasma.iodine,碘等离子体,10000,15,-10000,10,false,null,null
937,xenon,氙,160,15,-10000,10,false,null,null
938,plasma.xenon,氙等离子体,10000,15,-10000,10,false,null,null
939,molten.hafnium,熔融铪,2425,0,1000,1000,false,null,null
940,plasma.hafnium,铪等离子体,10000,15,-10000,10,false,null,null
941,molten.rhenium,熔融铼,3455,0,1000,1000,false,null,null
942,plasma.rhenium,铼等离子体,10000,15,-10000,10,false,null,null
943,molten.thallium,熔融铊,575,0,1000,1000,false,null,null
944,plasma.thallium,铊等离子体,10000,15,-10000,10,false,null,null
945,molten.polonium,熔融钋,525,0,1000,1000,false,null,null
946,plasma.polonium,钋等离子体,10000,15,-10000,10,false,null,null
947,molten.radium,熔融镭,975,0,1000,1000,false,null,null
948,plasma.radium,镭等离子体,10000,15,-10000,10,false,null,null
949,molten.protactinium,熔融镤,1840,0,1000,1000,false,null,null
950,plasma.protactinium,镤等离子体,10000,15,-10000,10,false,null,null
951,molten.curium,熔融锔,1615,0,1000,1000,false,null,null
952,plasma.curium,锔等离子体,10000,15,-10000,10,false,null,null
953,molten.californium,熔融锎,1170,0,1000,1000,false,null,null
954,plasma.californium,锎等离子体,10000,15,-10000,10,false,null,null
955,molten.fermium,熔融镄,1800,0,1000,10000,false,null,null
956,plasma.fermium,镄等离子体,10000,15,-10000,10,false,null,null
957,molten.lithium7,熔融锂-7,725,0,1000,1000,false,null,null
958,molten.uranium232,熔融铀-232,1405,0,1000,1000,false,null,null
959,plasma.uranium232,铀-232等离子体,10000,15,-10000,10,false,null,null
960,molten.uranium233,熔融铀-233,1405,0,1000,1000,false,null,null
961,plasma.uranium233,铀-233等离子体,10000,15,-10000,10,false,null,null
962,molten.thorium232,熔融钍-232,2390,0,1000,1000,false,null,null
963,plasma.thorium232,钍-232等离子体,10000,15,-10000,10,false,null,null
964,molten.plutonium238,熔融钚-238,1185,0,1000,1000,false,null,null
965,plasma.plutonium238,钚-238等离子体,10000,15,-10000,10,false,null,null
966,molten.celestialtungsten,熔融天体钨,10470,0,1000,1000,false,null,null
967,plasma.celestialtungsten,天体钨等离子体,10000,15,-10000,10,false,null,null
968,molten.astraltitanium,熔融星体钛锭,9715,0,1000,1000,false,null,null
969,plasma.astraltitanium,星体钛等离子体,10000,15,-10000,10,false,null,null
970,molten.chromaticglass,熔融彩色玻璃,9475,0,1000,1000,false,null,null
971,plasma.chromaticglass,彩色玻璃等离子体,10000,15,-10000,10,false,null,null
972,molten.energycrystal,熔融能量水晶,4935,0,1000,1000,false,null,null
973,molten.bloodsteel,熔融血钢,2775,0,1000,1000,false,null,null
974,molten.staballoy,熔融贫铀合金,3725,0,1000,1000,false,null,null
975,molten.tantalloy60,熔融钽钨合金-60,3300,0,1000,1000,false,null,null
976,molten.tantalloy61,熔融钽钨合金-61,3305,0,1000,1000,false,null,null
977,molten.tumbaga,熔融铜金合金,1620,0,1000,1000,false,null,null
978,molten.potin,熔融粗青铜合金,1020,0,1000,1000,false,null,null
979,molten.inconel625,熔融镍铬基合金-625,2700,0,1000,1000,false,null,null
980,molten.inconel690,熔融镍铬基合金-690,3700,0,1000,1000,false,null,null
981,molten.inconel792,熔融镍铬基合金-792,3700,0,1000,1000,false,null,null
982,molten.nitinol60,熔融镍钛诺60,5925,0,1000,1000,false,null,null
983,molten.zeron100,熔融塞龙-100,6375,0,1000,1000,false,null,null
984,molten.maragingsteel250,熔融马氏体时效钢250,2685,0,1000,1000,false,null,null
985,molten.maragingsteel300,熔融马氏体时效钢300,2685,0,1000,1000,false,null,null
986,molten.maragingsteel350,熔融马氏体时效钢350,2685,0,1000,1000,false,null,null
987,molten.watertightsteel,熔融防水钢,2945,0,1000,1000,false,null,null
988,molten.stellite,熔融铬钴锰钛合金,4585,0,1000,1000,false,null,null
989,molten.talonite,熔融铬钴磷酸盐合金,3725,0,1000,1000,false,null,null
990,molten.hastelloyw,熔融哈斯特洛依合金-W,3625,0,1000,1000,false,null,null
991,molten.hastelloyx,熔融哈斯特洛依合金-X,3625,0,1000,1000,false,null,null
992,molten.hastelloyn,熔融哈斯特洛依合金-N,4625,0,1000,1000,false,null,null
993,molten.hastelloyc276,熔融哈斯特洛依合金-C276,4625,0,1000,1000,false,null,null
994,molten.incoloy020,熔融耐热铬铁合金-020,3700,0,1000,1000,false,null,null
995,molten.incoloyds,熔融耐热铬铁合金-DS,3700,0,1000,1000,false,null,null
996,molten.incoloyma956,熔融耐热铬铁合金-MA956,4700,0,1000,1000,false,null,null
997,molten.tungstentitaniumcarbide,熔融碳化钨钛合金,4695,0,1000,1000,false,null,null
998,molten.siliconcarbide,熔融碳化硅,1685,0,1000,1000,false,null,null
999,molten.tantalumcarbide,熔融碳化钽,3255,0,1000,1000,false,null,null
1000,molten.zirconiumcarbide,熔融碳化锆,1830,0,1000,1000,false,null,null
1001,molten.niobiumcarbide,熔融碳化铌,2750,0,1000,1000,false,null,null
1002,molten.arcanite,熔融奥金,5940,0,1000,1000,false,null,null
1003,molten.grisium,熔融灰钛合金,4125,0,1000,1000,false,null,null
1004,molten.eglinsteelbasecompound,熔融埃格林钢粗胚,2070,0,1000,1000,false,null,null
1005,molten.eglinsteel,熔融埃格林钢,1320,0,1000,1000,false,null,null
1006,molten.hg1223,Hg-1223,6630,0,1000,10000,false,null,null
1007,molten.hs188a,熔融HS188-A,5145,0,1000,1000,false,null,null
1008,molten.triniumtitaniumalloy,熔融三元钛合金,4025,0,1000,1000,false,null,null
1009,molten.triniumnaquadahalloy,熔融三元硅岩合金,4475,0,1000,1000,false,null,null
1010,molten.triniumnaquadahcarbonite,熔融掺碳三元硅岩合金,6775,0,1000,1000,false,null,null
1011,molten.arceusalloy2b,熔融阿尔宙斯合金2B,7830,0,1000,1000,false,null,null
1012,molten.koboldite,熔融妖金,2585,0,1000,1000,false,null,null
1013,molten.helicopter,熔融HeLiCoPtEr,6035,0,1000,1000,false,null,null
1014,molten.lafiumcompound,熔融路菲恩化合物,6625,0,1000,1000,false,null,null
1015,molten.cinobitea243,熔融西诺柏A243,7625,0,1000,1000,false,null,null
1016,molten.pikyonium64b,熔融皮卡优合金64B,7125,0,1000,1000,false,null,null
1017,molten.abyssalalloy,熔融深渊合金,9925,0,1000,1000,false,null,null
1018,molten.laurenium,熔融劳伦姆合金,7100,0,1000,1000,false,null,null
1019,molten.botmium,熔融博特姆合金,8495,0,1000,1000,false,null,null
1020,molten.titansteel,熔融泰坦精钢,8525,0,1000,1000,false,null,null
1021,molten.octiron,熔融八角铁,9395,0,1000,1000,false,null,null
1022,molten.blacktitanium,熔融黑钛,8035,0,1000,1000,false,null,null
1023,molten.babbitalloy,熔融巴氏合金,540,0,1000,1000,false,null,null
1024,molten.indalloy140,熔融铋铅合金140,5475,0,1000,1000,false,null,null
1025,molten.quantum,熔融量子合金,10775,0,1000,1000,false,null,null
1026,molten.advancednitinol,熔融高级镍钛诺,8675,0,1000,1000,false,null,null
1027,plasma.advancednitinol,高级镍钛诺等离子体,10000,15,-10000,10,false,null,null
1028,molten.hypogen,熔融海珀珍,11530,0,1000,1000,false,null,null
1029,plasma.hypogen,海珀珍等离子体,10000,15,-10000,10,false,null,null
1030,molten.rhugnor,熔融鲁格诺,9025,0,1000,1000,false,null,null
1031,plasma.rhugnor,鲁格诺等离子体,10000,15,-10000,10,false,null,null
1032,plasma.force,力量等离子体,10000,15,-10000,10,false,null,null
1033,molten.blackmetal,熔融黑物质,2625,0,1000,1000,false,null,null
1034,molten.whitemetal,熔融白物质,4835,0,1000,1000,false,null,null
1035,molten.ancientgranite,熔融古花岗岩,775,0,1000,1000,false,null,null
1036,molten.runite,熔融虚恩,7025,0,1000,1000,false,null,null
1037,plasma.runite,虚恩等离子体,10000,15,-10000,10,false,null,null
1038,molten.dragonblood,熔融龙血,10435,0,1000,1000,false,null,null
1039,plasma.dragonblood,龙血等离子体,10000,15,-10000,10,false,null,null
1040,molten.potassiumnitrate,熔融硝酸钾,425,0,1000,1000,false,null,null
1041,molten.sodiumnitrate,熔融硝酸钠,435,0,1000,1000,false,null,null
1042,molten.solarsaltcold,太阳能盐(冷),430,0,1000,10000,false,null,null
1043,molten.solarsalthot,太阳能盐(热),1475,0,1000,10000,false,null,null
1044,molten.strontiumoxide,熔融氧化锶,825,0,1000,1000,false,null,null
1045,molten.seleniumdioxide,二氧化硒,410,0,1000,10000,false,null,null
1046,molten.seleniousacid,亚硒酸,340,0,1000,10000,false,null,null
