Fluid,Amount,Empty Container,Empty Container Display Name,Empty Container Item,Filled Container,Filled Container Display Name,Filled Container Item
molten.infusedgold,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@323,熔融注魔金单元,gregtech:gt.metaitem.99
molten.invar,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@393,熔融殷钢胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.invar,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@302,熔融殷钢单元,gregtech:gt.metaitem.99
molten.iodine,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellIodine@0,碘单元,miscutils:itemCellIodine
molten.iridium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@33,熔融铱胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.iridium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@84,熔融铱单元,gregtech:gt.metaitem.99
molten.iron,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@34,熔融铁胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.iron,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@32,Molten 铁 Cell,gregtech:gt.metaitem.99
molten.ironmagnetic,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@354,熔融磁化铁单元,gregtech:gt.metaitem.99
molten.ironmagnetic,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@660,熔融磁化铁胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.ironwood,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@338,熔融铁木单元,gregtech:gt.metaitem.99
molten.ironwood,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@572,熔融铁木胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.kanthal,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@394,熔融坎塔尔合金胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.kanthal,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@312,熔融坎塔尔合金单元,gregtech:gt.metaitem.99
molten.kevlar,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@765,熔融凯芙拉单元,gregtech:gt.metaitem.99
molten.kevlar,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@804,熔融凯芙拉胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.knightmetal,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@362,熔融骑士金属单元,gregtech:gt.metaitem.99
molten.knightmetal,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@597,熔融骑士金属胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.koboldite,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellKoboldite@0,妖金单元,miscutils:itemCellKoboldite
molten.lafiumcompound,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellLafiumCompound@0,路菲恩化合物单元,miscutils:itemCellLafiumCompound
molten.lanthanum,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@35,熔融镧胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.lanthanum,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@64,熔融镧单元,gregtech:gt.metaitem.99
molten.laurenium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellLaurenium@0,劳伦姆合金单元,miscutils:itemCellLaurenium
molten.lead,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@36,熔融铅胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.lead,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@89,熔融铅单元,gregtech:gt.metaitem.99
molten.ledox,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@390,熔融深铅单元,gregtech:gt.metaitem.99
molten.ledox,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@702,熔融深铅胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.lftrfuel1,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellLFTRFuel1@0,液态氟钍反应堆燃料1单元,miscutils:itemCellLFTRFuel1
molten.lftrfuel2,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellLFTRFuel2@0,液态氟钍反应堆燃料2单元,miscutils:itemCellLFTRFuel2
molten.lftrfuel3,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellLFTRFuel3@0,液态氟钍反应堆燃料3单元,miscutils:itemCellLFTRFuel3
molten.lftrfuelbase,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellLFTRFuelBase@0,液态氟钍反应堆基燃料单元,miscutils:itemCellLFTRFuelBase
molten.lithium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@37,熔融锂胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.lithium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@6,熔融锂单元,gregtech:gt.metaitem.99
molten.lithium chloride,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedcapsuleMolten@10098,Molten 氯化锂 Capsule,bartworks:gt.bwMetaGeneratedcapsuleMolten
molten.lithium chloride,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@10098,熔融氯化锂单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.lithiumfluoride,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellLithiumFluoride@0,氟化锂单元,miscutils:itemCellLithiumFluoride
molten.lithiumtetrafluoroberyllatelftb,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellLithiumTetrafluoroberyllateLFTB@0,四氟铍酸锂(LTFB)单元,miscutils:itemCellLithiumTetrafluoroberyllateLFTB
molten.longasssuperconductornameforuhvwire,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@985,熔融UHV超导粗胚单元,gregtech:gt.metaitem.99
molten.longasssuperconductornameforuhvwire,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@745,熔融UHV超导粗胚胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.longasssuperconductornameforuvwire,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@986,熔融UV超导粗胚单元,gregtech:gt.metaitem.99
molten.longasssuperconductornameforuvwire,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@744,熔融UV超导粗胚胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.lumiium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedcapsuleMolten@10101,Molten 流明 Capsule,bartworks:gt.bwMetaGeneratedcapsuleMolten
molten.lumiium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@10101,熔融流明单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.lutetium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@38,熔融镥胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.lutetium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@78,熔融镥单元,gregtech:gt.metaitem.99
molten.magnalium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@396,熔融镁铝合金胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.magnalium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@313,熔融镁铝合金单元,gregtech:gt.metaitem.99
molten.magnesia,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedcapsuleMolten@32237,Molten 氧化镁 Capsule,bartworks:gt.bwMetaGeneratedcapsuleMolten
molten.magnesia,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@32237,熔融氧化镁单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.magnesium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@40,熔融镁胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.magnesium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@18,熔融镁单元,gregtech:gt.metaitem.99
molten.magnetohydrodynamicallyconstrainedstarmatter,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@583,熔融磁流体约束恒星物质单元,gregtech:gt.metaitem.99
molten.magnetohydrodynamicallyconstrainedstarmatter,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@843,熔融磁流体约束恒星物质胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.manasteel,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@201,熔融魔钢单元,gregtech:gt.metaitem.99
molten.manasteel,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@765,熔融魔钢胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.manganese,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@41,熔融锰胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.manganese,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@31,熔融锰单元,gregtech:gt.metaitem.99
molten.manyullyn,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@386,熔融玛玉灵单元,gregtech:gt.metaitem.99
molten.manyullyn,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@595,熔融玛玉灵胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.mar-ce-m200 steel,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedcapsuleMolten@10097,Molten MAR-Ce-M200特种钢 Capsule,bartworks:gt.bwMetaGeneratedcapsuleMolten
molten.mar-ce-m200 steel,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@10097,熔融MAR-Ce-M200特种钢单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.mar-m200 steel,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedcapsuleMolten@10096,Molten MAR-M200特种钢 Capsule,bartworks:gt.bwMetaGeneratedcapsuleMolten
molten.mar-m200 steel,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@10096,熔融MAR-M200特种钢单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.maragingsteel250,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellMaragingSteel250@0,马氏体时效钢250单元,miscutils:itemCellMaragingSteel250
molten.maragingsteel300,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellMaragingSteel300@0,马氏体时效钢300单元,miscutils:itemCellMaragingSteel300
molten.maragingsteel350,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellMaragingSteel350@0,马氏体时效钢350单元,miscutils:itemCellMaragingSteel350
molten.melodicalloy,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@404,熔融旋律合金单元,gregtech:gt.metaitem.99
molten.melodicalloy,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@721,熔融旋律合金胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.metastable oganesson,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedcapsuleMolten@10111,Molten 亚稳态鿫 Capsule,bartworks:gt.bwMetaGeneratedcapsuleMolten
molten.metastable oganesson,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@10111,熔融亚稳态鿫单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.meteoriciron,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@220,熔融陨铁胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.meteoriciron,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@340,熔融陨铁单元,gregtech:gt.metaitem.99
molten.meteoricsteel,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@221,熔融陨钢胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.meteoricsteel,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@341,熔融陨钢单元,gregtech:gt.metaitem.99
molten.mithril,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@331,熔融秘银单元,gregtech:gt.metaitem.99
molten.mithril,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@727,熔融秘银胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.molybdenum,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@43,熔融钼胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.molybdenum,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@48,熔融钼单元,gregtech:gt.metaitem.99
molten.mutatedlivingsolder,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellMutatedLivingSolder@0,突变活性焊料单元,miscutils:itemCellMutatedLivingSolder
molten.mysteriouscrystal,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@398,熔融神秘水晶单元,gregtech:gt.metaitem.99
molten.mysteriouscrystal,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@709,熔融神秘水晶胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.mytryl,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@387,熔融深空秘银单元,gregtech:gt.metaitem.99
molten.mytryl,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@704,熔融深空秘银胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.naquadah,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@227,熔融硅岩胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.naquadah,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@324,熔融硅岩单元,gregtech:gt.metaitem.99
molten.naquadahalloy,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@228,熔融硅岩合金胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.naquadahalloy,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@325,熔融硅岩合金单元,gregtech:gt.metaitem.99
molten.naquadahenriched,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@229,熔融富集硅岩胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.naquadahenriched,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@326,熔融富集硅岩单元,gregtech:gt.metaitem.99
molten.naquadria,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@230,熔融超能硅岩胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.naquadria,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@327,熔融超能硅岩单元,gregtech:gt.metaitem.99
molten.naquadriafuel,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellNaquadriaFuel@0,超能硅岩燃料单元,miscutils:itemCellNaquadriaFuel
molten.neodymium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@44,熔融钕胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.neodymium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@67,Molten 钕 Cell,gregtech:gt.metaitem.99
molten.neodymiummagnetic,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@356,熔融磁化钕单元,gregtech:gt.metaitem.99
molten.neodymiummagnetic,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@662,熔融磁化钕胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.neptunium,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellNeptunium@0,镎单元,miscutils:itemCellNeptunium
molten.neutronium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@45,熔融中子胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.neutronium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@129,熔融中子单元,gregtech:gt.metaitem.99
molten.nichrome,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@400,熔融镍铬合金胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.nichrome,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@311,熔融镍铬合金单元,gregtech:gt.metaitem.99
molten.nickel,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@46,熔融镍胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.nickel,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@34,熔融镍单元,gregtech:gt.metaitem.99
molten.nickelaluminide,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@772,熔融铝化镍单元,gregtech:gt.metaitem.99
molten.nickelaluminide,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@798,熔融铝化镍胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.nickelzincferrite,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@613,熔融镍锌铁氧体单元,gregtech:gt.metaitem.99
molten.nickelzincferrite,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@456,熔融镍锌铁氧体胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.niobium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@47,熔融铌胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.niobium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@47,熔融铌单元,gregtech:gt.metaitem.99
molten.niobiumcarbide,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellNiobiumCarbide@0,碳化铌单元,miscutils:itemCellNiobiumCarbide
molten.niobiumnitride,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@401,熔融氮化铌胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.niobiumnitride,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@359,熔融氮化铌单元,gregtech:gt.metaitem.99
molten.niobiumtitanium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@402,熔融铌钛合金胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.niobiumtitanium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@360,熔融铌钛合金单元,gregtech:gt.metaitem.99
molten.nitinol60,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellNitinol60@0,镍钛诺60单元,miscutils:itemCellNitinol60
molten.obsidian,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@405,熔融黑曜石胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.obsidian,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@804,熔融黑曜石单元,gregtech:gt.metaitem.99
molten.octiron,1000,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xitem.itemCellOctiron@0,八角铁单元,miscutils:itemCellOctiron
molten.orichalcum,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@238,熔融山铜胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.orichalcum,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@966,熔融山铜单元,gregtech:gt.metaitem.99
molten.originium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@23005,熔融源石单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.originium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedcapsuleMolten@23005,Molten 源石 Capsule,bartworks:gt.bwMetaGeneratedcapsuleMolten
molten.oriharukon,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@393,熔融奥利哈钢单元,gregtech:gt.metaitem.99
molten.oriharukon,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@708,熔融奥利哈钢胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.orundum,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedcapsuleMolten@10023,Molten 合成玉 Capsule,bartworks:gt.bwMetaGeneratedcapsuleMolten
molten.orundum,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.bwMetaGeneratedcellMolten@10023,熔融合成玉单元,bartworks:gt.bwMetaGeneratedcellMolten
molten.osmiridium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@335,熔融铱锇合金胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.osmiridium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@317,熔融铱锇合金单元,gregtech:gt.metaitem.99
molten.osmium,144,1xitem.for.refractoryEmpty@0,耐火胶囊,Forestry:refractoryEmpty,1xgt.bwMetaGeneratedGTEnhancementcapsuleMolten@49,熔融锇胶囊,bartworks:gt.bwMetaGeneratedGTEnhancementcapsuleMolten
molten.osmium,144,1xic2.itemCellEmpty@0,空单元,IC2:itemCellEmpty,1xgt.metaitem.99@83,熔融锇单元,gregtech:gt.metaitem.99
