Name,ID,Has Item,Mod,Class,Display Name
harvestcraft:pammustardseedsCrop,2088,true,null,com.pam.harvestcraft.BlockPamCrop,芥菜籽
harvestcraft:pambroccoliCrop,2089,true,null,com.pam.harvestcraft.BlockPamCrop,西兰花
harvestcraft:pamcauliflowerCrop,2090,true,null,com.pam.harvestcraft.BlockPamCrop,花菜
harvestcraft:pamleekCrop,2091,true,null,com.pam.harvestcraft.BlockPamCrop,韭菜
harvestcraft:pamlettuceCrop,2092,true,null,com.pam.harvestcraft.BlockPamCrop,生菜
harvestcraft:pamscallionCrop,2093,true,null,com.pam.harvestcraft.BlockPamCrop,大葱
harvestcraft:pamartichokeCrop,2094,true,null,com.pam.harvestcraft.BlockPamCrop,洋蓟
harvestcraft:pambrusselsproutCrop,2095,true,null,com.pam.harvestcraft.BlockPamCrop,芽甘蓝
harvestcraft:pamcabbageCrop,2096,true,null,com.pam.harvestcraft.BlockPamCrop,包菜
harvestcraft:pamspinachCrop,2097,true,null,com.pam.harvestcraft.BlockPamCrop,菠菜
harvestcraft:pamwhitemushroomCrop,2098,true,null,com.pam.harvestcraft.BlockPamCrop,白蘑菇
harvestcraft:pambeanCrop,2099,true,null,com.pam.harvestcraft.BlockPamCrop,豆子
harvestcraft:pamsoybeanCrop,2100,true,null,com.pam.harvestcraft.BlockPamCrop,黄豆
harvestcraft:pambellpepperCrop,2101,true,null,com.pam.harvestcraft.BlockPamCrop,甜椒
harvestcraft:pamchilipepperCrop,2102,true,null,com.pam.harvestcraft.BlockPamCrop,辣椒
harvestcraft:pameggplantCrop,2103,true,null,com.pam.harvestcraft.BlockPamCrop,茄子
harvestcraft:pamokraCrop,2104,true,null,com.pam.harvestcraft.BlockPamCrop,黄秋葵
harvestcraft:pampeasCrop,2105,true,null,com.pam.harvestcraft.BlockPamCrop,豌豆
harvestcraft:pamtomatoCrop,2106,true,null,com.pam.harvestcraft.BlockPamCrop,番茄
harvestcraft:pamcottonCrop,2107,true,null,com.pam.harvestcraft.BlockPamCrop,棉花
harvestcraft:pampineappleCrop,2108,true,null,com.pam.harvestcraft.BlockPamCrop,菠萝
harvestcraft:pamgrapeCrop,2109,true,null,com.pam.harvestcraft.BlockPamCrop,葡萄
harvestcraft:pamkiwiCrop,2110,true,null,com.pam.harvestcraft.BlockPamCrop,猕猴桃
harvestcraft:pamcranberryCrop,2111,true,null,com.pam.harvestcraft.BlockPamCrop,蔓越莓
harvestcraft:pamriceCrop,2112,true,null,com.pam.harvestcraft.BlockPamCrop,水稻
harvestcraft:pamseaweedCrop,2113,true,null,com.pam.harvestcraft.BlockPamCrop,海带
harvestcraft:pamcurryleafCrop,2114,true,null,com.pam.harvestcraft.BlockPamCrop,咖喱叶
harvestcraft:pamsesameseedsCrop,2115,true,null,com.pam.harvestcraft.BlockPamCrop,芝麻
harvestcraft:pamwaterchestnutCrop,2116,true,null,com.pam.harvestcraft.BlockPamCrop,荸荠
harvestcraft:pamcandleDeco1,2117,true,null,com.pam.harvestcraft.BlockPamCandleDeco,白色蜡烛
harvestcraft:pamcandleDeco2,2118,true,null,com.pam.harvestcraft.BlockPamCandleDeco,橙色蜡烛
harvestcraft:pamcandleDeco3,2119,true,null,com.pam.harvestcraft.BlockPamCandleDeco,品红色蜡烛
harvestcraft:pamcandleDeco4,2120,true,null,com.pam.harvestcraft.BlockPamCandleDeco,淡蓝色蜡烛
harvestcraft:pamcandleDeco5,2121,true,null,com.pam.harvestcraft.BlockPamCandleDeco,黄色蜡烛
harvestcraft:pamcandleDeco6,2122,true,null,com.pam.harvestcraft.BlockPamCandleDeco,黄绿色蜡烛
harvestcraft:pamcandleDeco7,2123,true,null,com.pam.harvestcraft.BlockPamCandleDeco,粉色蜡烛
harvestcraft:pamcandleDeco8,2124,true,null,com.pam.harvestcraft.BlockPamCandleDeco,深灰色蜡烛
harvestcraft:pamcandleDeco9,2125,true,null,com.pam.harvestcraft.BlockPamCandleDeco,淡灰色蜡烛
harvestcraft:pamcandleDeco10,2126,true,null,com.pam.harvestcraft.BlockPamCandleDeco,青色蜡烛
harvestcraft:pamcandleDeco11,2127,true,null,com.pam.harvestcraft.BlockPamCandleDeco,紫色蜡烛
harvestcraft:pamcandleDeco12,2128,true,null,com.pam.harvestcraft.BlockPamCandleDeco,蓝色蜡烛
harvestcraft:pamcandleDeco13,2129,true,null,com.pam.harvestcraft.BlockPamCandleDeco,棕色蜡烛
harvestcraft:pamcandleDeco14,2130,true,null,com.pam.harvestcraft.BlockPamCandleDeco,绿色蜡烛
harvestcraft:pamcandleDeco15,2131,true,null,com.pam.harvestcraft.BlockPamCandleDeco,红色蜡烛
harvestcraft:pamcandleDeco16,2132,true,null,com.pam.harvestcraft.BlockPamCandleDeco,黑色蜡烛
harvestcraft:pamcarrotCake,2133,true,null,com.pam.harvestcraft.BlockPamCake,胡萝卜蛋糕
harvestcraft:pamcheeseCake,2134,true,null,com.pam.harvestcraft.BlockPamCake,芝士蛋糕
harvestcraft:pamcherrycheeseCake,2135,true,null,com.pam.harvestcraft.BlockPamCake,樱桃芝士蛋糕
harvestcraft:pampineappleupsidedownCake,2136,true,null,com.pam.harvestcraft.BlockPamCake,菠萝蛋糕
harvestcraft:pamchocolatesprinkleCake,2137,true,null,com.pam.harvestcraft.BlockPamCake,巧克力蛋糕
harvestcraft:pamredvelvetCake,2138,true,null,com.pam.harvestcraft.BlockPamCake,红丝绒蛋糕
harvestcraft:pamlamingtonCake,2139,true,null,com.pam.harvestcraft.BlockPamCake,拉明顿蛋糕
harvestcraft:pampavlovaCake,2140,true,null,com.pam.harvestcraft.BlockPamCake,巴甫洛娃蛋糕
harvestcraft:pamholidayCake,2141,true,null,com.pam.harvestcraft.BlockPamCake,节日蛋糕
harvestcraft:pampumpkincheeseCake,2142,true,null,com.pam.harvestcraft.BlockPamCake,南瓜芝士蛋糕
structurelib:blockhint,2143,true,null,com.gtnewhorizon.structurelib.block.BlockHint,提示方块：1号
bartworks:BW_GlasBlocks,2144,true,null,com.github.bartimaeusnek.bartworks.common.blocks.BW_GlasBlocks,硼玻璃方块
bartworks:BW_GlasBlocks2,2145,true,null,com.github.bartimaeusnek.bartworks.common.blocks.BW_GlasBlocks2,超时空强化硼玻璃方块
gregtech:gt.blockmachines,2146,true,null,gregtech.common.blocks.GT_Block_Machines,.name
gregtech:gt.blockcasings,2147,true,null,gregtech.common.blocks.GT_Block_Casings1,ULV机械方块
gregtech:gt.blockcasings2,2148,true,null,gregtech.common.blocks.GT_Block_Casings2,脱氧钢机械方块
gregtech:gt.blockcasings3,2149,true,null,gregtech.common.blocks.GT_Block_Casings3,黄色路障方块
gregtech:gt.blockcasings4,2150,true,null,gregtech.common.blocks.GT_Block_Casings4,强化钨钢机械方块
gregtech:gt.blockcasings5,2151,true,null,gregtech.common.blocks.GT_Block_Casings5,白铜线圈方块
gregtech:gt.blockcasings6,2152,true,null,gregtech.common.blocks.GT_Block_Casings6,密封机械方块
gregtech:gt.blockcasings8,2153,true,null,gregtech.common.blocks.GT_Block_Casings8,化学惰性机械方块
gregtech:gt.blockcasings9,2154,true,null,gregtech.common.blocks.GT_Block_Casings9,PBI管道方块
gregtech:gt.blockgranites,2155,true,null,gregtech.common.blocks.GT_Block_Granites,黑花岗岩
gregtech:gt.block.longdistancepipe,2156,true,null,gregtech.api.items.GT_Block_LongDistancePipe,长距离流体管道
gregtech:gt.blockconcretes,2157,true,null,gregtech.common.blocks.GT_Block_Concretes,深色混凝土
gregtech:gt.blockstones,2158,true,null,gregtech.common.blocks.GT_Block_Stones,大理石
gregtech:gt.blockores,2159,true,null,gregtech.common.blocks.GT_Block_Ores,gt.blockores.0.name
gregtech:gt.blockmetal1,2160,true,null,gregtech.common.blocks.GT_Block_Metal,精金块
gregtech:gt.blockmetal2,2161,true,null,gregtech.common.blocks.GT_Block_Metal,青铜块
gregtech:gt.blockmetal3,2162,true,null,gregtech.common.blocks.GT_Block_Metal,通流琥珀金块
gregtech:gt.blockmetal4,2163,true,null,gregtech.common.blocks.GT_Block_Metal,骑士金属块
gregtech:gt.blockmetal5,2164,true,null,gregtech.common.blocks.GT_Block_Metal,钕块
gregtech:gt.blockmetal6,2165,true,null,gregtech.common.blocks.GT_Block_Metal,钷块
gregtech:gt.blockmetal7,2166,true,null,gregtech.common.blocks.GT_Block_Metal,阳光化合物块
gregtech:gt.blockmetal8,2167,true,null,gregtech.common.blocks.GT_Block_Metal,钒块
gregtech:gt.blockgem1,2168,true,null,gregtech.common.blocks.GT_Block_Metal,风之魔晶块
gregtech:gt.blockgem2,2169,true,null,gregtech.common.blocks.GT_Block_Metal,蓝金石块
gregtech:gt.blockgem3,2170,true,null,gregtech.common.blocks.GT_Block_Metal,黄玉块
gregtech:gt.blockmetal9,2171,true,null,gregtech.common.blocks.GT_Block_Metal,冰晶石块
gregtech:gt.blockreinforced,2172,true,null,gregtech.common.blocks.GT_Block_Reinforced,青铜强化方块
gregtech:gt.blockcasings.cyclotron_coils,2173,true,null,gregtech.common.blocks.GT_Cyclotron_Coils,MV螺线管超导线圈
gregtech:gt.multitileentity.controllers,2174,true,null,gregtech.api.multitileentity.MultiTileEntityBlockInternal,gt.multitileentity.controllers.0.name
gregtech:gt.block.multiblock.machine.stone.wrench.0.0.15.true.true,2175,true,null,gregtech.api.multitileentity.MultiTileEntityBlock,gt.block.multiblock.machine.stone.wrench.0.0.15.true.true.name
gregtech:gt.multitileentity.casings,2176,true,null,gregtech.api.multitileentity.MultiTileEntityBlockInternal,gt.multitileentity.casings.0.name
gregtech:gt.block.multiblock.casing.stone.wrench.0.0.15.true.true,2177,true,null,gregtech.api.multitileentity.MultiTileEntityBlock,gt.block.multiblock.casing.stone.wrench.0.0.15.true.true.name
gregtech:gt.multitileentity.component.casings,2178,true,null,gregtech.api.multitileentity.MultiTileEntityBlockInternal,gt.multitileentity.component.casings.0.name
gregtech:gt.block.multiblock.componentCasing.stone.wrench.0.0.15.true.true,2179,true,null,gregtech.api.multitileentity.MultiTileEntityBlock,gt.block.multiblock.componentCasing.stone.wrench.0.0.15.true.true.name
thaumicbases:quicksilverBlock,2180,true,null,tb.common.block.TBBlock,水银块
thaumicbases:quicksilverBrick,2181,true,null,tb.common.block.TBBlock,水银砖块
thaumicbases:crystalBlock,2182,true,null,tb.common.block.BlockCrystalBlock,风之魔晶块
thaumicbases:blockSalisMundus,2183,true,null,tb.common.block.TBBlock,世界盐块
thaumicbases:thauminiteBlock,2184,true,null,tb.common.block.TBBlock,秘晶块
thaumicbases:voidBlock,2185,true,null,tb.common.block.BlockVoid,虚空金属块
thaumicbases:pyrofluid,2186,true,null,tb.common.block.BlockPyrofluid,魔力熔岩
thaumicbases:overchanter,2187,true,null,tb.common.block.BlockOverchanter,超吟附魔台
thaumicbases:cryingObsidian,2188,true,null,tb.common.block.BlockCryingObelisk,尖叫黑曜石
thaumicbases:advAlchFurnace,2189,true,null,tb.common.block.BlockAdvAlchemicalFurnace,神秘炼金炉
thaumicbases:relocator,2190,true,null,tb.common.block.BlockRelocator,扩展奥术悬浮台
thaumicbases:thaumicAnvil,2191,true,null,tb.common.block.BlockThaumicAnvil,神秘铁砧
thaumicbases:voidAnvil,2192,true,null,tb.common.block.BlockVoidAnvil,虚空铁砧
thaumicbases:campfire,2193,true,null,tb.common.block.BlockCampfire,奥术营火
thaumicbases:brazier,2194,true,null,tb.common.block.BlockBrazier,奥术火盆
thaumicbases:eldritchArk,2195,true,null,tb.common.block.TBBlockDeco,镶金黑曜石
thaumicbases:ironGreatwood,2196,true,null,tb.common.block.TBBlockDeco,复合框架宏伟之木
thaumicbases:oldBrick,2197,true,null,tb.common.block.TBBlockDeco,远古砖块
thaumicbases:oldLapis,2198,true,null,tb.common.block.TBBlockDeco,远古青金石块
thaumicbases:oldIron,2199,true,null,tb.common.block.TBSidedBlock,远古铁块
thaumicbases:oldGold,2200,true,null,tb.common.block.TBSidedBlock,远古金块
thaumicbases:oldDiamond,2201,true,null,tb.common.block.TBSidedBlock,远古钻石块
thaumicbases:oldCobble,2202,true,null,tb.common.block.TBBlockDeco,远古圆石
thaumicbases:oldCobbleMossy,2203,true,null,tb.common.block.TBBlockDeco,远古苔石
thaumicbases:oldGravel,2204,true,null,net.minecraft.block.BlockFalling,远古沙砾
thaumicbases:genericSlab,2205,true,null,tb.common.block.BlockHalfSlab,远古镶金黑曜石台阶
thaumicbases:genericSlab_full,2206,true,null,tb.common.block.BlockHalfSlab,远古镶金黑曜石台阶
thaumicbases:crystalSlab,2207,true,null,tb.common.block.BlockCrystalSlab,风之魔晶台阶
thaumicbases:crystalSlab_full,2208,true,null,tb.common.block.BlockCrystalSlab,风之魔晶台阶
thaumicbases:tobacco,2209,true,null,tb.common.block.BlockTBPlant,烟草
thaumicbases:spike,2210,true,null,tb.common.block.BlockSpike,铁钉
thaumicbases:plax,2211,true,null,tb.common.block.BlockTBPlant,纤化麦
thaumicbases:aureliaPetal,2212,true,null,tb.common.block.BlockAureliaLeaf,灵气花瓣
thaumicbases:aurelia,2213,true,null,tb.common.block.BlockAureliaPlant,灵气花
thaumicbases:metalleat,2214,true,null,tb.common.block.BlockTBPlant,金属草
thaumicbases:lucrite,2215,true,null,tb.common.block.BlockLucritePlant,炼金草
thaumicbases:knose,2216,true,null,tb.common.block.BlockKnose,神秘玫瑰
thaumicbases:sweed,2217,true,null,tb.common.block.BlockSweed,芦苇
thaumicbases:lazullia,2218,true,null,tb.common.block.BlockTBPlant,青金草
thaumicbases:rainbowCactus,2219,true,null,tb.common.block.BlockRainbowCactus,彩虹仙人掌
thaumicbases:redlonStem,2220,true,null,tb.common.block.BlockRedlonStem,红石瓜
thaumicbases:ashroom,2221,true,null,tb.common.block.BlockAshroom,始源蘑菇
thaumicbases:flaxium,2222,true,null,tb.common.block.BlockFlaxium,咒波花
thaumicbases:glieonia,2223,true,null,tb.common.block.BlockTBPlant,荧光花
thaumicbases:briar,2224,true,null,tb.common.block.BlockBriar,治愈草
thaumicbases:voidPlant,2225,true,null,tb.common.block.BlockTBPlant,虚空植物
thaumicbases:goldenOakSapling,2226,true,null,tb.common.block.BlockTBSapling,黄金橡树树苗
thaumicbases:genLeaves,2227,true,null,tb.common.block.BlockTBLeaves,黄金橡树树叶
thaumicbases:genLogs,2228,true,null,tb.common.block.BlockTBLog,和平树原木
thaumicbases:enderPlanks,2229,true,null,tb.common.block.TBBlockDeco,末影树木板
thaumicbases:nodeManipulator,2230,true,null,tb.common.block.BlockNodeManipulator,节点调节器
thaumicbases:nodeLinker,2231,true,null,tb.common.block.BlockNodeLinker,节点链接器
thaumicbases:entityDeconstructor,2232,true,null,tb.common.block.BlockEntityDeconstructor,实体解构器
witchery:belladonna,2233,true,null,com.emoniph.witchery.blocks.BlockWitchCrop,颠茄
witchery:mandrake,2234,true,null,com.emoniph.witchery.blocks.BlockWitchCrop,曼德拉草
witchery:artichoke,2235,true,null,com.emoniph.witchery.blocks.BlockWitchCrop,水洋藓
witchery:snowbell,2236,true,null,com.emoniph.witchery.blocks.BlockWitchCrop,雪铃花
witchery:wormwood,2237,true,null,com.emoniph.witchery.blocks.BlockWitchCrop,苦艾
witchery:mindrake,2238,true,null,com.emoniph.witchery.blocks.BlockWitchCrop,矿德拉草
witchery:wolfsbane,2239,true,null,com.emoniph.witchery.blocks.BlockWitchCrop,狼毒草
witchery:garlicplant,2240,true,null,com.emoniph.witchery.blocks.BlockWitchCrop,大蒜
witchery:witchsapling,2241,true,null,com.emoniph.witchery.blocks.BlockWitchSapling,山梨树树苗
witchery:witchlog,2242,true,null,com.emoniph.witchery.blocks.BlockWitchLog,山梨树原木
witchery:witchleaves,2243,true,null,com.emoniph.witchery.blocks.BlockWitchLeaves,山梨树树叶
witchery:voidbramble,2244,true,null,com.emoniph.witchery.blocks.BlockVoidBramble,虚空荆棘
witchery:bramble,2245,true,null,com.emoniph.witchery.blocks.BlockBramble,末影荆棘
witchery:glintweed,2246,true,null,com.emoniph.witchery.blocks.BlockGlintWeed,闪烁草
witchery:spanishmoss,2247,true,null,com.emoniph.witchery.blocks.BlockSpanishMoss,寄生藤
witchery:leapinglily,2248,true,null,com.emoniph.witchery.blocks.BlockLeapingLily,跃动莲叶
witchery:plantmine,2249,true,null,com.emoniph.witchery.blocks.BlockPlantMine,网玫瑰
witchery:embermoss,2250,true,null,com.emoniph.witchery.blocks.BlockEmberMoss,安博苔藓
witchery:crittersnare,2251,true,null,com.emoniph.witchery.blocks.BlockCritterSnare,生物陷阱
witchery:grassper,2252,true,null,com.emoniph.witchery.blocks.BlockGrassper,擒拿草
witchery:bloodrose,2253,true,null,com.emoniph.witchery.blocks.BlockBloodRose,血玫瑰
witchery:somniancotton,2254,true,null,com.emoniph.witchery.blocks.BlockCotton,纤细棉花
witchery:web,2255,true,null,com.emoniph.witchery.brewing.BlockWitchWeb,密网
witchery:vine,2268,true,null,com.emoniph.witchery.brewing.BlockWitchVine,荆棘
witchery:cactus,2269,true,null,com.emoniph.witchery.brewing.BlockWitchCactus,仙人掌
witchery:lilypad,2270,true,null,com.emoniph.witchery.brewing.BlockWitchLilyPad,tile.lilypad.name
witchery:demonheart,2271,true,null,com.emoniph.witchery.blocks.BlockDemonHeart,恶魔之心
witchery:wolfhead,2272,true,null,com.emoniph.witchery.blocks.BlockWolfHead,狼头颅
witchery:witchwood,2273,true,null,com.emoniph.witchery.blocks.BlockWitchWood,山梨树木板
witchery:stairswoodrowan,2274,true,null,com.emoniph.witchery.blocks.BlockWitchWoodStairs,山梨树楼梯
witchery:stairswoodalder,2275,true,null,com.emoniph.witchery.blocks.BlockWitchWoodStairs,赤杨树楼梯
witchery:stairswoodhawthorn,2276,true,null,com.emoniph.witchery.blocks.BlockWitchWoodStairs,山楂树楼梯
witchery:witchwoodslab,2277,true,null,com.emoniph.witchery.blocks.BlockWitchWoodSlab,山梨树台阶
witchery:witchwooddoubleslab,2278,true,null,com.emoniph.witchery.blocks.BlockWitchWoodSlab,山梨树台阶
witchery:rowanwooddoor,2279,true,null,com.emoniph.witchery.blocks.BlockWitchDoor,山梨树木门
witchery:alderwooddoor,2280,true,null,com.emoniph.witchery.blocks.BlockWitchDoor,赤杨树木门
witchery:chalice,2281,true,null,com.emoniph.witchery.blocks.BlockChalice,圣餐杯
witchery:candelabra,2282,true,null,com.emoniph.witchery.blocks.BlockCandelabra,枝状大烛台
witchery:placeditem,2283,true,null,com.emoniph.witchery.blocks.BlockPlacedItem,tile.witchery:placeditem.name
witchery:alluringskull,2284,true,null,com.emoniph.witchery.blocks.BlockAlluringSkull,魅惑头骨
witchery:wickerbundle,2285,true,null,com.emoniph.witchery.blocks.BlockWickerBundle,柳条捆
witchery:glowglobe,2286,true,null,com.emoniph.witchery.blocks.BlockGlowGlobe,光之球
witchery:statuegoddess,2287,true,null,com.emoniph.witchery.blocks.BlockStatueGoddess,女神像
witchery:stockade,2288,true,null,com.emoniph.witchery.blocks.BlockStockade,橡树围栏
witchery:icestockade,2289,true,null,com.emoniph.witchery.blocks.BlockStockade,冰围栏
witchery:perpetualice,2290,true,null,com.emoniph.witchery.blocks.BlockPerpetualIce,永冻之冰
witchery:icedoor,2291,true,null,com.emoniph.witchery.blocks.BlockPerpetualIceDoor,冰门
witchery:icestairs,2292,true,null,com.emoniph.witchery.blocks.BlockPerpertualIceStairs,冰楼梯
witchery:iceslab,2293,true,null,com.emoniph.witchery.blocks.BlockPerpetualIceSlab,冰台阶
witchery:icedoubleslab,2294,true,null,com.emoniph.witchery.blocks.BlockPerpetualIceSlab,冰台阶
witchery:icefence,2295,true,null,com.emoniph.witchery.blocks.BlockPerpetualIceFence,冰栅栏
witchery:icefencegate,2296,true,null,com.emoniph.witchery.blocks.BlockPerpetualIceGate,冰门
witchery:icepressureplate,2297,true,null,com.emoniph.witchery.blocks.BlockPerpetualIcePressurePlate,冰压力板
witchery:snowpressureplate,2298,true,null,com.emoniph.witchery.blocks.BlockPerpetualIcePressurePlate,雪压力板
witchery:snowstairs,2299,true,null,com.emoniph.witchery.blocks.BlockSnowStairs,雪楼梯
witchery:snowslab,2300,true,null,com.emoniph.witchery.blocks.BlockSnowSlab,雪台阶
witchery:snowdoubleslab,2301,true,null,com.emoniph.witchery.blocks.BlockSnowSlab,雪台阶
witchery:infinityegg,2302,true,null,com.emoniph.witchery.blocks.BlockInfinityEgg,无限之蛋
witchery:slurp,2303,true,null,com.emoniph.witchery.brewing.BlockSlurp,tile.witchery:slurp.name
witchery:pitdirt,2304,true,null,com.emoniph.witchery.blocks.BlockPitDirt,泥土
witchery:pitgrass,2305,true,null,com.emoniph.witchery.blocks.BlockPitGrass,草方块
witchery:garlicgarland,2306,true,null,com.emoniph.witchery.blocks.BlockGarlicGarland,大蒜环
witchery:bloodedwool,2307,true,null,com.emoniph.witchery.blocks.BlockBloodedWool,染血羊毛
witchery:shadedglass,2308,true,null,com.emoniph.witchery.blocks.BlockShadedGlass,白色遮光玻璃
witchery:shadedglass_active,2309,true,null,com.emoniph.witchery.blocks.BlockShadedGlass,白色遮光玻璃
witchery:mirrorwall,2310,true,null,com.emoniph.witchery.blocks.BlockMirrorWall,魔镜镜面
witchery:refillingchest,2311,true,null,com.emoniph.witchery.blocks.BlockRefillingChest,箱子
witchery:force,2312,true,null,com.emoniph.witchery.blocks.BlockForce,固体
witchery:tormentstone,2313,true,null,com.emoniph.witchery.blocks.BlockForce,痛苦之石
witchery:barrier,2314,true,null,com.emoniph.witchery.blocks.BlockBarrier,篱笆
witchery:leechchest,2315,true,null,com.emoniph.witchery.blocks.BlockLeechChest,水蛭箱子
witchery:altar,2316,true,null,com.emoniph.witchery.blocks.BlockAltar,祭坛
witchery:kettle,2317,true,null,com.emoniph.witchery.blocks.BlockKettle,水壶
witchery:poppetshelf,2318,true,null,com.emoniph.witchery.blocks.BlockPoppetShelf,娃娃台子
witchery:dreamcatcher,2319,true,null,com.emoniph.witchery.blocks.BlockDreamCatcher,织梦者
witchery:crystalball,2320,true,null,com.emoniph.witchery.blocks.BlockCrystalBall,水晶球
witchery:spiritportal,2321,true,null,com.emoniph.witchery.blocks.BlockSpiritPortal,精神之门
witchery:tormentportal,2322,true,null,com.emoniph.witchery.blocks.BlockTormentPortal,痛苦之扉
witchery:spinningwheel,2323,true,null,com.emoniph.witchery.blocks.BlockSpinningWheel,转轮
witchery:brazier,2324,true,null,com.emoniph.witchery.blocks.BlockBrazier,火盆
witchery:witchesovenidle,2325,true,null,com.emoniph.witchery.blocks.BlockWitchesOven,巫师烤炉
witchery:witchesovenburning,2326,true,null,com.emoniph.witchery.blocks.BlockWitchesOven,工作中的巫师烤炉
witchery:fumefunnel,2327,true,null,com.emoniph.witchery.blocks.BlockFumeFunnel,熏气漏斗
witchery:filteredfumefunnel,2328,true,null,com.emoniph.witchery.blocks.BlockFumeFunnel,过滤强化型熏气漏斗
witchery:distilleryidle,2329,true,null,com.emoniph.witchery.blocks.BlockDistillery,蒸馏塔
witchery:distilleryburning,2330,true,null,com.emoniph.witchery.blocks.BlockDistillery,工作中的蒸馏塔
witchery:scarecrow,2331,true,null,com.emoniph.witchery.blocks.BlockFetish,稻草人
witchery:trent,2332,true,null,com.emoniph.witchery.blocks.BlockFetish,特伦特雕像
witchery:witchsladder,2333,true,null,com.emoniph.witchery.blocks.BlockFetish,女巫之阶
witchery:decurseteleport,2334,true,null,com.emoniph.witchery.blocks.BlockAreaMarker,封闭召唤之雕像
witchery:decursedirected,2335,true,null,com.emoniph.witchery.blocks.BlockAreaMarker,破损诅咒之雕像
witchery:statueofworship,2336,true,null,com.emoniph.witchery.blocks.BlockStatueOfWorship,妖精主顾之雕像
witchery:cauldron,2337,true,null,com.emoniph.witchery.brewing.BlockCauldron,巫师炼药锅
witchery:wolfaltar,2338,true,null,com.emoniph.witchery.blocks.BlockStatueWerewolf,犬神雕像
witchery:silvervat,2339,true,null,com.emoniph.witchery.blocks.BlockSilverVat,制银桶
witchery:beartrap,2340,true,null,com.emoniph.witchery.blocks.BlockBeartrap,捕熊陷阱
witchery:wolftrap,2341,true,null,com.emoniph.witchery.blocks.BlockBeartrap,捕狼陷阱
witchery:wallgen,2342,true,null,com.emoniph.witchery.worldgen.WorldHandlerVillageDistrict.Wall.BlockVillageWallGen,tile.witchery:wallgen.name
witchery:coffinblock,2343,true,null,com.emoniph.witchery.blocks.BlockCoffin,棺材
witchery:light,2344,true,null,com.emoniph.witchery.blocks.BlockLight,tile.witchery:light.name
witchery:daylightcollector,2345,true,null,com.emoniph.witchery.blocks.BlockDaylightCollector,阳光收集器
witchery:bloodcrucible,2346,true,null,com.emoniph.witchery.blocks.BlockBloodCrucible,血液坩埚
witchery:mirrorblock,2347,true,null,com.emoniph.witchery.blocks.BlockMirror,魔镜
witchery:mirrorblock2,2348,true,null,com.emoniph.witchery.blocks.BlockMirror,魔镜
witchery:circle,2349,true,null,com.emoniph.witchery.blocks.BlockCircle,心形
witchery:circleglyphritual,2350,true,null,com.emoniph.witchery.blocks.BlockCircleGlyph,仪式符形
witchery:circleglyphotherwhere,2351,true,null,com.emoniph.witchery.blocks.BlockCircleGlyph,他处符形
witchery:circleglyphinfernal,2352,true,null,com.emoniph.witchery.blocks.BlockCircleGlyph,炼狱符形
witchery:spiritflowing,2353,true,null,com.emoniph.witchery.blocks.BlockFlowingSpirit,水心
witchery:hollowtears,2354,true,null,com.emoniph.witchery.blocks.BlockFlowingSpirit,虚伪泪水
witchery:disease,2355,true,null,com.emoniph.witchery.blocks.BlockDisease,瘟疫
witchery:brew,2356,true,null,com.emoniph.witchery.brewing.BlockBrew,tile.witchery:brew.name
witchery:brewgas,2357,true,null,com.emoniph.witchery.brewing.BlockBrewGas,tile.witchery:brewgas.name
witchery:brewliquid,2358,true,null,com.emoniph.witchery.brewing.BlockBrewLiquidEffect,tile.witchery:brewliquid.name
witchery:clever,2359,true,null,com.emoniph.witchery.brewing.BlockLeverBase,拉杆
witchery:cwoodendoor,2360,true,null,com.emoniph.witchery.brewing.BlockDoorBase,木门
witchery:cwoodpressureplate,2361,true,null,com.emoniph.witchery.brewing.BlockPressurePlateBase,压力板
witchery:cstonepressureplate,2362,true,null,com.emoniph.witchery.brewing.BlockPressurePlateBase,压力板
witchery:csnowpressureplate,2363,true,null,com.emoniph.witchery.brewing.BlockPressurePlateBase,雪压力板
witchery:cbuttonwood,2364,true,null,null,按钮
witchery:cbuttonstone,2365,true,null,null,按钮
Ztones:stoneTile,2366,true,null,com.riciJak.Ztones.block.VBlocks.BlockStoneTile,Ztone块
Ztones:cleanDirt,2367,true,null,com.riciJak.Ztones.block.VBlocks.BlockCleanDirt,花土
Ztones:booster,2368,true,null,com.riciJak.Ztones.block.VBlocks.BlockBooster,加速板
Ztones:lampf,2369,true,null,com.riciJak.Ztones.block.VBlocks.BlockLampFlat,平面灯
Ztones:lampt,2370,true,null,com.riciJak.Ztones.block.VBlocks.BlockLampTransparent,平面灯
Ztones:lampb,2371,true,null,com.riciJak.Ztones.block.VBlocks.BlockLampBlack,平面灯
Ztones:auroraBlock,2372,true,null,com.riciJak.Ztones.block.VBlocks.BlockAurora,极光
Ztones:tile.agonBlock,2373,true,null,com.riciJak.Ztones.block.MBlocks.BlockAgon,Agon ⓪
Ztones:tile.bittBlock,2374,true,null,com.riciJak.Ztones.block.MBlocks.BlockBitt,Bitt ⓪
Ztones:tile.crayBlock,2375,true,null,com.riciJak.Ztones.block.MBlocks.BlockCray,Cray ⓪
Ztones:tile.fortBlock,2376,true,null,com.riciJak.Ztones.block.MBlocks.BlockFort,Fort ⓪
Ztones:tile.iszmBlock,2377,true,null,com.riciJak.Ztones.block.MBlocks.BlockIszm,Iszm ⓪
