Name,ID,Has Block,Mod,Class,Display Name
dreamcraft:item.CircuitZPM,6043,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,任意ZPM电路板
dreamcraft:item.CoinCookIV,6044,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,厨师币$10K
dreamcraft:item.AluminiumIronPlate,6045,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,铝铁板
dreamcraft:item.CircuitLuV,6046,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,任意LuV电路板
dreamcraft:item.QuantinumHotIngot,6047,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,炙热的量子锭
dreamcraft:item.CircuitUEV,6048,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,任意UEV电路板
dreamcraft:item.WaferTier3,6049,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,高能晶圆
dreamcraft:item.UnfiredSearedBrick,6050,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,未烧制的焦黑砖
dreamcraft:item.EngravedManyullynCrystalChip,6051,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,雕刻玛玉灵晶体芯片
dreamcraft:item.PicoWafer,6052,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,皮米晶圆
dreamcraft:item.MoldFormScrew,6053,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,铸件(螺丝)
dreamcraft:item.ChromeItemCasing,6054,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,铬外壳
dreamcraft:item.SchematicsMoonBuggy,6055,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,月球车设计图芯片
dreamcraft:item.ReinforcedTungstenSteelIronPlate,6056,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,强化钨钢铁板
dreamcraft:item.SoulariumBars,6057,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,魂金栏杆
dreamcraft:item.MytrylIngot,6058,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,深空秘银锭
dreamcraft:item.ReinforcedChromeIronPlate,6059,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,强化铬铁板
dreamcraft:item.CircuitUV,6060,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,任意UV电路板
dreamcraft:item.AdvancedBoard,6061,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,先进电路基板
dreamcraft:item.CoinForestryII,6062,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,护林员币$100
dreamcraft:item.QuantumPartLeggings,6063,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,量子护腿外壳
dreamcraft:item.ShapeIngot,6064,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,铸形(锭)
dreamcraft:item.EssentiaCircuit,6065,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,源质电路
dreamcraft:item.EngineeringProcessorItemEmeraldCore,6066,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,物品处理器 III
dreamcraft:item.Empty360SpCell,6067,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,360K空间冷却单元外壳
dreamcraft:item.CoinForestryI,6068,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,护林员币$10
dreamcraft:item.NaquadriaIronPlate,6069,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,超能硅岩铁板
dreamcraft:item.ReinforcedBedrockiumIronPlate,6070,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,强化基岩铁板
dreamcraft:item.CircuitUHV,6071,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,任意UHV电路板
dreamcraft:item.CarbonPartLeggings,6072,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,纳米护腿外壳
dreamcraft:item.MoldFormLeggings,6073,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,铸件(护腿)
dreamcraft:item.LedoxPlate,6074,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,深铅板
dreamcraft:item.QuantumProcessorBoard,6075,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,量子处理器基板
dreamcraft:item.SawBladeStone,6076,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,石锯刃
dreamcraft:item.Tier2Booster,6077,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,2阶助推器
dreamcraft:item.CoinBees,6078,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,养蜂员币$1
dreamcraft:item.CoinAdventureIV,6079,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,探险家币$10K
dreamcraft:item.CoinBlank,6080,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,空白硬币$1
dreamcraft:item.CoinSpace,6081,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,太空币$1
dreamcraft:item.MaceratedPlantmass,6082,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,植物团块
dreamcraft:item.Tier3Booster,6083,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,3阶助推器
dreamcraft:item.NanoPlatedLeggings,6084,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,纳米镀层护腿
dreamcraft:item.CoinCookII,6085,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,厨师币$100
dreamcraft:item.EnrichedNaquadriaSunnariumAlloy,6086,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,富集超能硅岩阳光合金
dreamcraft:item.AdsorptionFilterCasing,6087,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,吸附过滤外壳
dreamcraft:item.CoinChemist,6088,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,化学家币$1
dreamcraft:item.HaumeaStoneDust,6089,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,妊神星尘
dreamcraft:item.BarnardaFStoneDust,6090,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,巴纳德F尘
dreamcraft:item.MarshmallowForm,6091,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,棉花糖模具
dreamcraft:item.LeadOriharukonPlate,6092,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,压缩奥利哈钢铅板
dreamcraft:item.MysteriousCrystalDensePlate,6093,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,致密神秘水晶板
dreamcraft:item.BedrockiumIronPlate,6094,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,基岩铁板
dreamcraft:item.ArcaneShardFragment,6095,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,奥术碎片碎片
dreamcraft:item.CallistoIceIngot,6096,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,木卫四冰锭
dreamcraft:item.SilveredFleece,6097,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,镀银绒毛
dreamcraft:item.ChargedCertusQuartzDust,6098,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,充能赛特斯石英粉
dreamcraft:item.BioBall,6099,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,植物球
dreamcraft:item.CoinTechnicianIII,6100,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,技术员币$1000
dreamcraft:item.WandCapManaSteel,6101,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,魔钢杖端
dreamcraft:item.CoinSurvivorI,6102,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,幸存者币$10
dreamcraft:item.VoidRod,6103,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,虚空杆
dreamcraft:item.MysteriousCrystalIngot,6104,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,神秘水晶锭
dreamcraft:item.WandCapElementium,6105,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,元素钢杖端
dreamcraft:item.HeavyDutyPlateTier7,6106,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,7阶重型装甲板
dreamcraft:item.MoldFormStick,6107,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,铸件(杆)
dreamcraft:item.HeavyDutyPlateTier8,6108,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,8阶重型装甲板
dreamcraft:item.IrradiantReinforcedTungstenPlate,6109,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,光辉强化钨板
dreamcraft:item.CoinBloodIII,6110,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,吸血鬼币$1000
dreamcraft:item.RedstoneAlloyBars,6111,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,红石合金栏杆
dreamcraft:item.HeavyDutyPlateTier4,6112,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,4阶重型装甲板
dreamcraft:item.HeavyDutyPlateTier5,6113,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,5阶重型装甲板
dreamcraft:item.ExtraLargeFuelCanister,6114,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,特大型燃料罐
dreamcraft:item.HeavyDutyPlateTier6,6115,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,6阶重型装甲板
dreamcraft:item.SawBladeRuby,6116,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,红宝石锯刃
dreamcraft:item.LedoxDust,6117,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,深铅粉
dreamcraft:item.MysteriousCrystal,6118,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,神秘水晶
dreamcraft:item.UnfiredSlimeSoulBrick,6119,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,未烧制的史莱姆砖
dreamcraft:item.EngineeringProcessorItemAdvEmeraldCore,6120,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,物品处理器 IV
dreamcraft:item.CentauriAStoneDust,6121,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,半人马Bb尘
dreamcraft:item.SchematicsCargoRocket,6122,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,货运火箭设计图芯片
dreamcraft:item.HighEnergyFlowCircuit,6123,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,高能量流电路
dreamcraft:item.StargateCrystalDust,6124,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,星门水晶粉
dreamcraft:item.SandDust,6125,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,石英沙
dreamcraft:item.ManyullynCrystal,6126,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,玛玉灵晶体
dreamcraft:item.CircuitUIV,6127,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,任意UIV电路板
dreamcraft:item.RawPicoWafer,6128,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,皮米晶圆原料
dreamcraft:item.CobbleStoneRod,6129,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,圆石杆
dreamcraft:item.ChromaticLens,6130,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,彩色玻璃透镜
dreamcraft:item.FieryBloodDrop,6131,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,炽热的血液滴
dreamcraft:item.CoinAdventureII,6132,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,探险家币$100
dreamcraft:item.ArditePlate,6133,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,阿迪特板
dreamcraft:item.IronWandCap,6134,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,铁杖端
dreamcraft:item.MoldBoots,6135,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,模具(靴)
dreamcraft:item.EmeraldHighAdvancedCoreChip,6136,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,物品电路 IV
dreamcraft:item.ChargedSojournerWandCap,6137,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,充能寄生杖端
dreamcraft:item.MoldFormIngot,6138,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,铸件(锭)
dreamcraft:item.CopperWandCap,6139,false,dreamcraft,eu.usrv.yamcore.items.ItemBase,铜杖端
dreamcraft:dreamcraft_SodiumPotassium_bucket,6140,false,dreamcraft,eu.usrv.yamcore.fluids.ModBucketItem,桶装钠钾共晶合金(NaK)
dreamcraft:dreamcraft_NitricAcid_bucket,6141,false,dreamcraft,eu.usrv.yamcore.fluids.ModBucketItem,桶装硝酸
dreamcraft:dreamcraft_EnrichedBacterialSludge_bucket,6142,false,dreamcraft,eu.usrv.yamcore.fluids.ModBucketItem,桶装放射性细菌污泥
dreamcraft:dreamcraft_FermentedBacterialSludge_bucket,6143,false,dreamcraft,eu.usrv.yamcore.fluids.ModBucketItem,桶装发酵的细菌污泥
dreamcraft:dreamcraft_Concrete_bucket,6144,false,dreamcraft,eu.usrv.yamcore.fluids.ModBucketItem,桶装混凝土
dreamcraft:dreamcraft_Pollution_bucket,6145,false,dreamcraft,eu.usrv.yamcore.fluids.ModBucketItem,桶装污染物
dreamcraft:item.OvenGlove,6146,false,dreamcraft,com.dreammaster.baubles.OvenGlove,熔岩手套(左)
dreamcraft:item.WitherProtectionRing,6147,false,dreamcraft,com.dreammaster.baubles.WitherProtectionRing,凋零防护指环
dreamcraft:item.WoodenBrickForm,6148,false,dreamcraft,com.dreammaster.item.WoodenBrickForm,砖模板
IronChest:ironGoldUpgrade,6149,false,IronChest,cpw.mods.ironchest.ItemChestChanger,升级：铁>金
IronChest:goldDiamondUpgrade,6150,false,IronChest,cpw.mods.ironchest.ItemChestChanger,升级：金>钻石
IronChest:copperSteelUpgrade,6151,false,IronChest,cpw.mods.ironchest.ItemChestChanger,升级：铜>钢
IronChest:steelGoldUpgrade,6152,false,IronChest,cpw.mods.ironchest.ItemChestChanger,升级：钢>金
IronChest:copperIronUpgrade,6153,false,IronChest,cpw.mods.ironchest.ItemChestChanger,升级：铜>铁
IronChest:diamondCrystalUpgrade,6154,false,IronChest,cpw.mods.ironchest.ItemChestChanger,升级：钻石>水晶
IronChest:woodIronUpgrade,6155,false,IronChest,cpw.mods.ironchest.ItemChestChanger,升级：木>铁
IronChest:woodCopperUpgrade,6156,false,IronChest,cpw.mods.ironchest.ItemChestChanger,升级：木>铜
IronChest:diamondObsidianUpgrade,6157,false,IronChest,cpw.mods.ironchest.ItemChestChanger,升级：钻石>黑曜石
GalacticraftAmunRa:item.baseItem,6158,false,GalacticraftAmunRa,de.katzenpapst.amunra.item.ItemBasicMulti,末影晶圆
GalacticraftAmunRa:item.thermalSuit,6159,false,GalacticraftAmunRa,de.katzenpapst.amunra.item.ItemThermalSuit,温度调节靴子
GalacticraftAmunRa:item.schematic,6160,false,GalacticraftAmunRa,de.katzenpapst.amunra.item.ItemSchematicMulti,穿梭机图纸
GalacticraftAmunRa:item.itemShuttle,6161,false,GalacticraftAmunRa,de.katzenpapst.amunra.item.ItemShuttle,穿梭机火箭
GalacticraftAmunRa:item.raygun,6162,false,GalacticraftAmunRa,de.katzenpapst.amunra.item.ItemRaygun,爆破枪
GalacticraftAmunRa:item.cryogun,6163,false,GalacticraftAmunRa,de.katzenpapst.amunra.item.ItemCryogun,冻结射线
GalacticraftAmunRa:item.nanotool,6164,false,GalacticraftAmunRa,de.katzenpapst.amunra.item.ItemNanotool,纳米机器人多用途工具
GalacticraftAmunRa:item.battery-ender,6165,false,GalacticraftAmunRa,de.katzenpapst.amunra.item.ItemBaseBattery,高级电池
GalacticraftAmunRa:item.battery-lithium,6166,false,GalacticraftAmunRa,de.katzenpapst.amunra.item.ItemBaseBattery,锂电池
GalacticraftAmunRa:item.battery-quantum,6167,false,GalacticraftAmunRa,de.katzenpapst.amunra.item.ItemBaseBattery,量子合金电池
GalacticraftAmunRa:item.battery-nuclear,6168,false,GalacticraftAmunRa,de.katzenpapst.amunra.item.ItemNuclearBattery,核电池
append:MetaItem01,6169,false,append,com.rhynia.gtnh.append.common.item.container.RegMetaItem01,测试物品
append:item.Ultimate,6170,false,append,com.rhynia.gtnh.append.common.item.container.ItemUltimate,无效证明
ArchitectureCraft:sawblade,6171,false,ArchitectureCraft,net.minecraft.item.Item,圆锯片
ArchitectureCraft:largePulley,6172,false,ArchitectureCraft,net.minecraft.item.Item,大轮
ArchitectureCraft:chisel,6173,false,ArchitectureCraft,gcewing.architecture.ChiselItem,建筑师凿
ArchitectureCraft:hammer,6174,false,ArchitectureCraft,gcewing.architecture.HammerItem,建筑师锤
ArchitectureCraft:cladding,6175,false,ArchitectureCraft,gcewing.architecture.CladdingItem,覆盖板
Automagy:shardSliver,6176,false,Automagy,tuhljin.automagy.items.ItemShardSliver,风之裂片
Automagy:enchantedPaper,6177,false,Automagy,tuhljin.automagy.items.ItemEnchantedPaper,附魔纸
Automagy:avaricePearl,6178,false,Automagy,tuhljin.automagy.items.ItemAvaricePearl,贪婪珍珠
Automagy:crystalEye,6179,false,Automagy,tuhljin.automagy.items.ItemCrystalEye,水晶之眼
Automagy:crystalEntityEye,6180,false,Automagy,tuhljin.automagy.items.ItemEntityEye,兽灵之眼
Automagy:crystalBrain,6181,false,Automagy,tuhljin.automagy.items.ItemCrystalBrain,水晶之脑:风
Automagy:golemLinker,6182,false,Automagy,tuhljin.automagy.items.ItemGolemLinker,傀儡绑定铃铛
Automagy:ingredient,6183,false,Automagy,tuhljin.automagy.items.ItemIngredient,汇流圆盘
Automagy:horizontal,6184,false,Automagy,tuhljin.automagy.items.ItemHorizontal,贪婪珍珠碎片
Automagy:edible,6185,false,Automagy,tuhljin.automagy.items.ItemEdible,莫卡特斯汞剂
Automagy:foodstuff,6186,false,Automagy,tuhljin.automagy.items.ItemFoodstuff,毒菇汤
Automagy:netherHeart,6187,false,Automagy,tuhljin.automagy.items.ItemNetherHeart,灰烬之心
Automagy:tallyLens,6188,false,Automagy,tuhljin.automagy.items.ItemTallyLens,计数盒透镜:透明
Automagy:glyph,6189,false,Automagy,tuhljin.automagy.items.ItemGlyph,水之印泥
Automagy:golemWorkbenchUpgrade,6190,false,Automagy,tuhljin.automagy.items.ItemGolemWorkbenchUpgrade,工作台升级:风
Automagy:baubleEnderDisjunction,6191,false,Automagy,tuhljin.automagy.items.ItemBaubleEnderDisjunction,影裂指环
Automagy:autoHandMirror,6192,false,Automagy,tuhljin.automagy.items.ItemAutoHandMirror,饕餮手镜
Automagy:focusCrafting,6193,false,Automagy,tuhljin.automagy.items.ItemFocusCrafting,法杖核心:合成
Automagy:phialExtra,6194,false,Automagy,tuhljin.automagy.items.ItemPhialXP,玻璃安瓿(附魔精华液)
Automagy:creativeTool,6195,false,Automagy,tuhljin.automagy.items.ItemCreativeTool,冥想之帽
Automagy:bucketMushroom,6196,false,Automagy,tuhljin.automagy.items.ItemBucketCustom,桶装蘑菇汤
Automagy:bucketVishroom,6197,false,Automagy,tuhljin.automagy.items.ItemBucketCustom,桶装毒菇汤
Botania:lexicon,6198,false,Botania,vazkii.botania.common.item.ItemLexicon,植物魔法辞典
Botania:petal,6199,false,Botania,vazkii.botania.common.item.material.ItemPetal,白色神秘花瓣
Botania:dye,6200,false,Botania,vazkii.botania.common.item.material.ItemDye,白色花粉
Botania:pestleAndMortar,6201,false,Botania,vazkii.botania.common.item.material.ItemPestleAndMortar,杵和臼
Botania:twigWand,6202,false,Botania,vazkii.botania.common.item.ItemTwigWand,森林法杖
Botania:manaResource,6203,false,Botania,vazkii.botania.common.item.material.ItemManaResource,魔力钢锭
Botania:lens,6204,false,Botania,vazkii.botania.common.item.lens.ItemLens,魔力透镜
Botania:rune,6205,false,Botania,vazkii.botania.common.item.material.ItemRune,水之符文
Botania:signalFlare,6206,false,Botania,vazkii.botania.common.item.ItemSignalFlare,信号弹
Botania:manaTablet,6207,false,Botania,vazkii.botania.common.item.ItemManaTablet,魔力石板
Botania:manaGun,6208,false,Botania,vazkii.botania.common.item.ItemManaGun,魔力脉冲枪
Botania:manaCookie,6209,false,Botania,vazkii.botania.common.item.ItemManaCookie,魔力曲奇
Botania:fertilizer,6210,false,Botania,vazkii.botania.common.item.ItemFertilizer,花肥
Botania:grassSeeds,6211,false,Botania,vazkii.botania.common.item.ItemGrassSeeds,草地之种
Botania:dirtRod,6212,false,Botania,vazkii.botania.common.item.rod.ItemDirtRod,大地法杖
Botania:terraformRod,6213,false,Botania,vazkii.botania.common.item.rod.ItemTerraformRod,大地权杖
Botania:grassHorn,6214,false,Botania,vazkii.botania.common.item.ItemGrassHorn,狂野号角
Botania:manaMirror,6215,false,Botania,vazkii.botania.common.item.ItemManaMirror,魔力手镜
Botania:manasteelHelm,6216,false,Botania,vazkii.botania.common.item.equipment.armor.manasteel.ItemManasteelHelm,魔钢头盔
Botania:manasteelHelmReveal,6217,false,Botania,vazkii.botania.common.item.interaction.thaumcraft.ItemManasteelHelmRevealing,魔钢揭示头盔
Botania:manasteelChest,6218,false,Botania,vazkii.botania.common.item.equipment.armor.manasteel.ItemManasteelChest,魔钢胸甲
Botania:manasteelLegs,6219,false,Botania,vazkii.botania.common.item.equipment.armor.manasteel.ItemManasteelLegs,魔钢护腿
Botania:manasteelBoots,6220,false,Botania,vazkii.botania.common.item.equipment.armor.manasteel.ItemManasteelBoots,魔钢靴子
Botania:manasteelPick,6221,false,Botania,vazkii.botania.common.item.equipment.tool.manasteel.ItemManasteelPick,魔钢镐
Botania:manasteelShovel,6222,false,Botania,vazkii.botania.common.item.equipment.tool.manasteel.ItemManasteelShovel,魔钢铲
Botania:manasteelAxe,6223,false,Botania,vazkii.botania.common.item.equipment.tool.manasteel.ItemManasteelAxe,魔钢斧
Botania:manasteelSword,6224,false,Botania,vazkii.botania.common.item.equipment.tool.manasteel.ItemManasteelSword,魔钢剑
Botania:manasteelShears,6225,false,Botania,vazkii.botania.common.item.equipment.tool.manasteel.ItemManasteelShears,魔钢剪刀
Botania:terrasteelHelm,6226,false,Botania,vazkii.botania.common.item.equipment.armor.terrasteel.ItemTerrasteelHelm,泰拉钢头盔
Botania:terrasteelHelmReveal,6227,false,Botania,vazkii.botania.common.item.interaction.thaumcraft.ItemTerrasteelHelmRevealing,泰拉钢揭示头盔
Botania:terrasteelChest,6228,false,Botania,vazkii.botania.common.item.equipment.armor.terrasteel.ItemTerrasteelChest,泰拉钢胸甲
Botania:terrasteelLegs,6229,false,Botania,vazkii.botania.common.item.equipment.armor.terrasteel.ItemTerrasteelLegs,泰拉钢护腿
Botania:terrasteelBoots,6230,false,Botania,vazkii.botania.common.item.equipment.armor.terrasteel.ItemTerrasteelBoots,泰拉钢靴子
Botania:terraSword,6231,false,Botania,vazkii.botania.common.item.equipment.tool.terrasteel.ItemTerraSword,泰拉之刃
Botania:tinyPlanet,6232,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemTinyPlanet,行星项链
Botania:manaRing,6233,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemManaRing,魔力之戒
Botania:auraRing,6234,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemAuraRing,光环之戒
Botania:manaRingGreater,6235,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemGreaterManaRing,高级魔力之戒
Botania:auraRingGreater,6236,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemGreaterAuraRing,高级光环之戒
Botania:travelBelt,6237,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemTravelBelt,旅居者腰带
Botania:knockbackBelt,6238,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemKnockbackBelt,抗击腰带
Botania:icePendant,6239,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemIcePendant,雪花项链
Botania:lavaPendant,6240,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemLavaPendant,火石项链
Botania:goldenLaurel,6241,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemGoldenLaurel,黄金桂冠
Botania:magnetRing,6242,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemMagnetRing,磁化指环
Botania:waterRing,6243,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemWaterRing,鱼泳指环
Botania:miningRing,6244,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemMiningRing,地幔指环
Botania:terraPick,6245,false,Botania,vazkii.botania.common.item.equipment.tool.terrasteel.ItemTerraPick,泰拉粉碎者
Botania:divaCharm,6246,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemDivaCharm,女王之魅
Botania:flightTiara,6247,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemFlightTiara,天翼族之冠
Botania:enderDagger,6248,false,Botania,vazkii.botania.common.item.equipment.tool.ItemEnderDagger,灵魂匕首
Botania:quartz,6249,false,Botania,vazkii.botania.common.item.material.ItemQuartz,烟熏石英
Botania:waterRod,6250,false,Botania,vazkii.botania.common.item.rod.ItemWaterRod,海洋法杖
Botania:elementiumHelm,6251,false,Botania,vazkii.botania.common.item.equipment.armor.elementium.ItemElementiumHelm,源质钢头盔
Botania:elementiumHelmReveal,6252,false,Botania,vazkii.botania.common.item.interaction.thaumcraft.ItemElementiumHelmRevealing,源质钢揭示头盔
Botania:elementiumChest,6253,false,Botania,vazkii.botania.common.item.equipment.armor.elementium.ItemElementiumChest,源质钢胸甲
Botania:elementiumLegs,6254,false,Botania,vazkii.botania.common.item.equipment.armor.elementium.ItemElementiumLegs,源质钢护腿
Botania:elementiumBoots,6255,false,Botania,vazkii.botania.common.item.equipment.armor.elementium.ItemElementiumBoots,源质钢靴子
Botania:elementiumPick,6256,false,Botania,vazkii.botania.common.item.equipment.tool.elementium.ItemElementiumPick,源质钢镐
Botania:elementiumShovel,6257,false,Botania,vazkii.botania.common.item.equipment.tool.elementium.ItemElementiumShovel,源质钢铲
Botania:elementiumAxe,6258,false,Botania,vazkii.botania.common.item.equipment.tool.elementium.ItemElementiumAxe,源质钢斧
Botania:elementiumSword,6259,false,Botania,vazkii.botania.common.item.equipment.tool.elementium.ItemElementiumSword,源质钢剑
Botania:elementiumShears,6260,false,Botania,vazkii.botania.common.item.equipment.tool.elementium.ItemElementiumShears,源质钢剪
Botania:openBucket,6261,false,Botania,vazkii.botania.common.item.ItemOpenBucket,无底桶
Botania:spawnerMover,6262,false,Botania,vazkii.botania.common.item.ItemSpawnerMover,生命聚合器
Botania:pixieRing,6263,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemPixieRing,精灵指环
Botania:superTravelBelt,6264,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemSuperTravelBelt,环游者腰带
Botania:rainbowRod,6265,false,Botania,vazkii.botania.common.item.rod.ItemRainbowRod,彩虹桥法杖
Botania:tornadoRod,6266,false,Botania,vazkii.botania.common.item.rod.ItemTornadoRod,天空法杖
Botania:fireRod,6267,false,Botania,vazkii.botania.common.item.rod.ItemFireRod,地狱法杖
Botania:vineBall,6268,false,Botania,vazkii.botania.common.item.ItemVineBall,藤蔓球
Botania:slingshot,6269,false,Botania,vazkii.botania.common.item.ItemSlingshot,活木弹弓
Botania:manaBottle,6270,false,Botania,vazkii.botania.common.item.ItemBottledMana,瓶装魔力
Botania:laputaShard,6271,false,Botania,vazkii.botania.common.item.ItemLaputaShard,拉普达碎片
Botania:virus,6272,false,Botania,vazkii.botania.common.item.ItemVirus,僵尸病毒
Botania:reachRing,6273,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemReachRing,触物指环
Botania:skyDirtRod,6274,false,Botania,vazkii.botania.common.item.rod.ItemSkyDirtRod,高原法杖
Botania:itemFinder,6275,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemItemFinder,寻物者
Botania:superLavaPendant,6276,false,Botania,vazkii.botania.common.item.equipment.bauble.ItemSuperLavaPendant,绯红项链
Botania:enderHand,6277,false,Botania,vazkii.botania.common.item.ItemEnderHand,末影之手
Botania:glassPick,6278,false,Botania,vazkii.botania.common.item.equipment.tool.ItemGlassPick,玻璃镐
Botania:spark,6279,false,Botania,vazkii.botania.common.item.ItemSpark,火花
Botania:sparkUpgrade,6280,false,Botania,vazkii.botania.common.item.ItemSparkUpgrade,火花升级:弥散
Botania:diviningRod,6281,false,Botania,vazkii.botania.common.item.rod.ItemDiviningRod,占矿法杖
Botania:gravityRod,6282,false,Botania,vazkii.botania.common.item.rod.ItemGravityRod,黑山法杖
Botania:regenIvy,6283,false,Botania,vazkii.botania.common.item.ItemRegenIvy,永恒常春藤
